,listingTitle,listingPrice,listingTypeID,regionName1,regionName2,regionName3,latitude,longitude,listing_title,listing_type,description,energy_efficiency,Área Bruta Privativa m2,Área Bruta m2,Área Total do Lote m2,Área Útil m2,Quartos,Ano de construção,Piso,WCs,Elevador,Estacionamento
1702,122031162-33,110000.0,21,Viseu,Viseu,Viseu,40.674076975122276,-7.90093784725018,122031162-33,Terreno,"Descrição   Procura um terreno para fazer a sua casa de sonho? Tem aqui uma excelente oportunidade! Terreno a 2 minutos do centro da cidade de Viseu, com 1295m2.   Óptima exposição solar e vistas desafogadas.",NC,--,--,1 295,--,--,,--,0,Não,Não
1703,124911005-1419,25000.0,21,Viseu,Oliveira de Frades,Arcozelo das Maias,40.72548687945357,-8.27223576281555,124911005-1419,Terreno,"Descrição   Terreno localizado em Virela, Arcozelo das Maias. O terreno com área total de 5548m2, conta com um ligeiro declive e confronta diretamente com a estrada. Composto por uma diversidade de árvores, que lhe podem dar rentabilidade. A apenas 15 minutos da Vila de Oliveira de Frades. Marque já a sua visita!",NC,--,--,5 548,--,--,,--,0,Não,Não
1704,124911005-1418,136000.0,11,Viseu,Tondela,Guardão,40.56898063398867,-8.17626175523082,124911005-1418,Moradia,"Descrição   Simpática moradia localizada no coração da Vila do Caramulo, Tondela. Além da sua proximidade ao comércio e serviços, a vista é sem dúvida uma mais valia desta moradia. No rés do chão, encontramos um espaço amplo que de momento é utilizado como salão de festas, mas poderá servir de arrumo. Nos pisos superiores, encontramos a zona habitável, tendo no primeiro andar, cozinha e sala em open space com lareira, quarto e um quarto de banho de serviço com banheira. No segundo andar, encontramos dois quartos e um quarto de banho. Atrás da moradia, tem um anexo com dois pisos, sendo que no rés do chão tem a máquina de aquecimento a gasóleo e no andar de cima trata-se de uma zona ampla que servir como lavandaria. Localiza-se a 15 minutos da Vila de Campo de Besteiros e a 20 minutos da cidade de Tondela.   Marque já a sua visita!",E,131,--,151,217,3,2005,--,2,Não,Não
1705,122461120-3,35000.0,21,Viseu,Tondela,Molelos,40.52878940236542,-8.09748389728237,122461120-3,Terreno,"Descrição   Procura terreno para construir?  Terreno em Molelos - Tondela, junto á SMIR com vistas magnificas para a serra do Caramulo, a 3 minutos do centro da cidade.   Terreno ideal para projeto de Moradia  Infraestruturas necessárias   Zona com muita Natureza e Tranquilidade!  Fantástico Terreno Urbanizável com Área Total de 700 m².   Excelente localização com fáceis acessos.   Marque a sua visita ! Aguardamos por si.",NC,--,--,700,700,--,,--,0,Não,Não
1706,124901005-1358,35000.0,21,Viseu,Carregal do Sal,"Currelos, Papízios e Sobral",40.427284319,-8.03129351220695,124901005-1358,Terreno,"Descrição   🌳 Terreno Agrícola em Papízios, Carregal do Sal Descrição:  Este é um excelente terreno agrícola com uma área total de 5.070m2, localizado na pitoresca aldeia de Papízios, no concelho de Carregal do Sal. O terreno possui uma plantação de pinheiro manso em fase de produção, o que oferece uma oportunidade de investimento atrativa para quem busca uma propriedade rural.  Características:  Bons Acessos: O terreno possui acessos facilitados, o que facilita a sua utilização e exploração. Boa Localização: Situado numa região tranquila e rural, o terreno oferece privacidade e serenidade aos seus proprietários. Excelente Exposição Solar: Beneficiando de uma exposição solar favorável, o terreno é ideal para cultivo e produção agrícola. Terreno Plano: A topografia plana do terreno facilita qualquer tipo de atividade agrícola e permite uma utilização eficiente do espaço.  Oportunidade de Investimento:  Esta é uma excelente oportunidade de investimento para quem procura adquirir um terreno agrícola produtivo em uma área rural. Com a plantação de pinheiro manso em fase de produção, este terreno tem potencial para gerar renda a longo prazo e proporcionar retorno sobre o investimento. Não perca a chance de explorar esta fantástica oportunidade de investimento em Papízios. Marque já a sua visita!  🌲🌱 Venha conhecer este terreno e descubra o seu potencial agrícola! 🚜🌞",NC,--,--,5 070,--,--,,--,0,Não,Não
1707,124911005-1417,56150.0,21,Viseu,São Pedro do Sul,"São Pedro do Sul, Várzea e Baiões",40.74072906600946,-8.07870139484741,124911005-1417,Terreno,"Descrição   Terreno para construção localizado na Lameira, junto às Termas de São Pedro do Sul. O terreno com área total de 2.500m2 carateriza-se por ser praticamente plano e confrontar com a estrada principal e a ecopista do Vale do Vouga. Localiza-se numa zona residencial e a escassos minutos do centro da Cidade de São Pedro do Sul. Atualmente, é composto por uma vasta variedade de flora.    Marque já a sua visita!",NC,--,--,2 500,--,--,,--,0,Não,Não
1708,122071290-105,350000.0,13,Viseu,Cinfães,Cinfães,41.075612576302845,-8.10708498705156,122071290-105,Quinta,"Descrição   Fantástica Quinta em Cinfães. Com uma frente de 900m de rio, o Bestança, temos esta fabulosa quinta de 6 hectares. Um paraíso para qualquer amante da natureza, enriquecido pela vasta biodiversidade de espécies e excelência ecológica/natural. Conta com 11 edificações em pedra, com artigos cadastrados, e acesso de carro até à quinta. Venha conhecer este paraíso!!!!!",NC,60 000,60 000,60 000,60 000,--,1500,--,0,Não,Não
1709,126021008-100,266000.0,12,Viseu,Viseu,Viseu,40.66145976077969,-7.90933157976449,126021008-100,Prédio,"Descrição   Prédio no centro de Viseu, próximo da emblemática Rua Direita, do Museu Keil Amaral, do Teatro Viriato, entre outros. Atualmente encontra-se dividido em 8 divisões suscetíveis de utilização e entradas independentes (6 habitacionais + 2 lojas).  Os últimos pisos do edicício têm uma vista deslumbrante sobre a cidade de Viseu.  As suas boas áreas fazem deste imóvel uma boa oportunidade de investimento para rentabilização.   Por estar inserido na zona ARU (Área de Reabilitação Urbana) terá condições para os Apoios Financeiros e Beneficios Fiscais existentes para a reabilitação.   Disponível para mais informações!",E,387,579,--,387,--,1937,--,0,Não,1 Lug.
1710,122461002-3859,380000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3859,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Ao nível do piso 5, bloco 2, designado pela fração AH, este apartamento novo, com dois terraços, de tipologia T3 está inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala, 3 quartos, um deles suite, e um quarto de banho. Todas as divisões têm acesso aos terraços. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022 *Data prevista de conclusão: Dezembro de 2024     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,160,--,--,125,3,2022,5º Andar,2,Sim,1 Lug.
1711,122461002-3858,335000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3858,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, com dois terraços, de tipologia T3, ao nível do piso 5, bloco 2, designado pela fração AG, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala, 3 quartos, um deles suite, e um quarto de banho. Todas as divisões têm acesso aos terraços. Garagem na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022 *Data prevista de conclusão: Dezembro de 2024     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,201,--,--,146,3,2022,5º Andar,2,Sim,1 Lug.
1712,122461002-3857,245000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3857,Apartamento,"Descrição   Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem "" Apartamento novo, tipologia T2, ao nível do piso 4, bloco 2, designado pela fração AF, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com acesso à varanda, 2 quartos, sendo um deles suite, e um quarto de banho, arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022 *Data prevista de conclusão: Dezembro de 2024     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,117,--,--,98,2,2022,4º Andar,2,Sim,1 Lug.
1713,122461002-3856,295000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3856,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T3, ao nível do piso 4, bloco 2, designado pela fração AE, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 3 quartos, sendo um deles suite e dois com acesso à varanda, e um quarto de banho. Arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022 *Data prevista de conclusão: Dezembro de 2024     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,164,--,--,138,3,2022,4º Andar,2,Sim,1 Lug.
1714,122461002-3855,145000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3855,Apartamento,"Descrição   ​ Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T1, ao nível do piso 4, bloco 2, designado pela fração AD, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha e sala, ambas com acesso à varanda, um quarto, e um quarto de banho.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,61,--,--,55,1,2022,4º Andar,1,Sim,1 Lug.
1715,122461002-3854,210000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3854,Apartamento,"Descrição   Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T2, ao nível do piso 4, bloco 2, designado pela fração AC, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 2 quartos, sendo um deles suite, e um quarto de banho. Arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,109,--,--,92,2,2022,4º Andar,2,Sim,1 Lug.
1716,122461002-3853,170000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3853,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T2, ao nível do piso 4, bloco 2, designado pela fração AB, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala, 2 quartos, sendo um deles suite, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!    Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,114,--,--,96,2,2022,4º Andar,2,Sim,1 Lug.
1717,122461002-3852,200000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3852,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T2, ao nível do piso 3, bloco 2, designado pela fração AA, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com acesso à varanda, 2 quartos, sendo um deles suite, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!",NC,117,--,--,98,2,2022,3º Andar,2,Sim,1 Lug.
1718,122461002-3851,240000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3851,Apartamento,"Descrição   Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T3, ao nível do piso 3, bloco 2, designado pela fração Z, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 3 quartos, sendo um deles suite e dois com acesso à varanda, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!",NC,164,--,--,138,3,2022,3º Andar,2,Sim,1 Lug.
1719,122461002-3850,140000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3850,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T1, ao nível do piso 3, bloco 2, designado pela fração Y, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha e sala com acesso à varanda, um quarto, e um quarto de banho.   Cozinha mobilada e equipada com eletrodomésticos. Arrumos na cave. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,61,--,--,55,1,2022,3º Andar,1,Sim,1 Lug.
1720,122461002-3849,195000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3849,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T2, ao nível do piso 3, bloco 2, designado pela fração X, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 2 quartos, sendo um deles suite, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,109,--,--,92,2,2022,3º Andar,2,Sim,1 Lug.
1721,122461002-3848,160000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3848,Apartamento,"Descrição   Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem "" Apartamento novo, tipologia T2, ao nível do piso 3, bloco 2, designado pela fração W, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala, 2 quartos, sendo um deles suite, e um quarto de banho. Dispõe de arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!",NC,114,--,--,96,2,2022,3º Andar,2,Sim,1 Lug.
1722,122461002-3847,190000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3847,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T2, ao nível do piso 2, bloco 2, designado pela fração V, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com acesso à varanda, 2 quartos, sendo um deles suite, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!",NC,117,--,--,98,2,2022,2º Andar,2,Sim,1 Lug.
1723,122461002-3846,270000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3846,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T3, ao nível do piso 2, bloco 2, designado pela fração U inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 3 quartos, sendo um deles suite, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!        Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,166,--,--,138,3,2022,2º Andar,2,Sim,1 Lug.
1724,122461002-3845,110000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3845,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T1, ao nível do piso 2, bloco 2, designado pela fração T, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala, um quarto com acesso à varanda, e um quarto de banho.  Cozinha mobilada e equipada com eletrodomésticos. Arrumos na cave. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!",NC,69,--,--,55,1,2022,2º Andar,1,Sim,1 Lug.
1725,122461002-3844,225000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3844,Apartamento,"Descrição   Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T2, ao nível do piso 1, bloco 2, designado pela fração S, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com acesso à varanda, 2 quartos, sendo um deles suite, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,125,--,--,106,2,2022,1º Andar,2,Sim,1 Lug.
1726,122461002-3843,225000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3843,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T2, ao nível do piso 1, bloco 2, designado pela fração R, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com acesso à varanda, 2 quartos, sendo um deles suite, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,117,--,--,98,2,2022,1º Andar,2,Sim,1 Lug.
1727,122461002-3842,155000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3842,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T1 com terraço, ao nível do piso 1, bloco 2, designado pela fração Q, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha e sala, ambas com acesso ao terraço, um quarto, e um quarto de banho. Arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção! *Data prevista de início de construção: Dezembro de 2022    Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,77,--,--,58,1,2022,1º Andar,1,Sim,1 Lug.
1728,122461002-3841,87500.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3841,Apartamento,"Descrição    Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T0, ao nível do piso 1, bloco 2, designado pela fração P, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala, e um quarto de banho.  Cozinha mobilada e equipada com eletrodomésticos. Arrumos na cave. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!    Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,34,--,--,27,0,2022,1º Andar,1,Sim,1 Lug.
1729,122031060-326,50000.0,21,Viseu,Viseu,Abraveses,40.68588760810564,-7.9177591446738,122031060-326,Terreno,"Descrição   Terreno para venda a 70 000 € destinado a construção de moradia. Este terreno possui água própria e muitas árvores de fruto. Possibilidade de adquirir mais números para aumentar terreno. Boa localização em zona calma, com bons acessos e perto do centro da cidade.",NC,--,--,720,--,--,,--,0,Não,Não
1730,122031060-325,60000.0,21,Viseu,Viseu,Abraveses,40.68588760810564,-7.9177591446738,122031060-325,Terreno,"Descrição   Terreno com possibilidade de construção de moradia, localizado numa zona calma, com bons acessos e a 5 minutos do centro da cidade. O terreno possui água própria e muitas árvores de fruto. Na parte de trás tem pinheiros.",NC,--,--,1 510,--,--,,--,0,Não,Não
1731,122461086-196,65000.0,11,Viseu,Tondela,São Miguel do Outeiro e Sabugosa,40.566711054202074,-8.03476738174249,122461086-196,Moradia,"Descrição   Situada em Sabugosa de Baixo, a 7km da cidade de Tondela, esta moradia T3 está pronta a habitar.  É composta por cozinha, duas salas, 3 quartos e uma casa de banho. Tem adega e arrumos.  No exterior tem um pequeno logradouro e um barração. Sitio bastante sossegado! Venha conhecer!",F,168,--,251,168,3,1948,--,0,Não,1 Lug.
1732,122461002-3840,370000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3840,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, com dois terraços, tipologia T3, ao nível do piso 5, bloco 1, designado pela fração M, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha e sala com acesso a um dos terraços, 3 quartos, um deles suite, todos com acesso ao outro terraço, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!  *Data prevista de início de construção: Dezembro de 2022     Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,132,--,--,157,3,2022,5º Andar,2,Sim,1 Lug.
1733,122461002-3839,230000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3839,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T3, ao nível do piso 4, bloco 1, designado pela fração L, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 3 quartos, sendo um deles suite com varanda, e dois quartos de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!",NC,142,--,--,120,3,2022,4º Andar,3,Sim,1 Lug.
1734,122461002-3838,180000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3838,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T2, ao nível do piso 4, bloco 1, designado pela fração K, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala, 2 quartos, sendo um deles suite, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!",NC,96,--,--,80,2,2022,4º Andar,2,Sim,1 Lug.
1735,122461002-3837,295000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3837,Apartamento,"Descrição   ​Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T4, ao nível do piso 4, bloco 1, designado pela fração J, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 4 quartos, sendo um deles suite com varanda e outro com closet, e dois quartos de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!      Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,173,--,--,105,4,2022,4º Andar,3,Sim,1 Lug.
1736,122461002-3836,220000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3836,Apartamento,"Descrição   Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T3, ao nível do piso 3, bloco 1, designado pela fração I, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala com varanda, 3 quartos, sendo um deles suite com varanda, e dois quartos de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!    Saiba mais clicando em CONDOMÍNIO RESIDENCIAL MAGNUM",NC,142,--,--,120,3,2022,3º Andar,3,Sim,1 Lug.
1737,122461002-3835,170000.0,1,Viseu,Tondela,Tondela e Nandufe,40.534953543900926,-8.05730504139586,122461002-3835,Apartamento,"Descrição   Condomínio Residencial Magnum  ""Onde a aparência explica a essência de Viver bem"" Apartamento novo, tipologia T2, ao nível do piso 3, bloco 1, designado pela fração H, inserido num condomínio que prima por uma arquitetura vanguardista jamais vista na cidade de Tondela.  É composto por cozinha, sala, 2 quartos, sendo um deles suite, e um quarto de banho. Lugar de garagem e arrumos na cave.  Cozinha mobilada e equipada com eletrodomésticos. Materiais de topo, à escolha. Ar condicionado. Elevador Excelente localização, no coração da cidade de Tondela, perto de todo o tipo de comércio e serviços.  A sua melhor opção!",NC,96,--,--,80,2,2022,3º Andar,2,Sim,1 Lug.
