,Price,Square Meters,Address,Bedrooms,Bathrooms,Listing Type
0,2 100 000 €,326,"Cascais, Cascais e Estoril",5,5,Moradia
1,59 950 €,48,"Sintra, Rio de Mouro",--,0,Loja
2,500 000 €,492,"Cascais, São Domingos de Rana",--,--,Quinta
3,750 000 €,192,"Oeiras, Carnaxide e Queijas",7,5,Moradia
4,750 000 €,220,"Lisboa, Lumiar",2,2,Apartamento
5,3 200 000 €,253,"Lisboa, Santa Maria Maior",3,3,Apartamento
6,560 000 €,107,"Lisboa, Alcântara",2,2,Apartamento
7,244 500 €,46,"Lisboa, Benfica",1,1,Apartamento
8,195 000 €,130,"Loures, Sacavém e Prior Velho",4,2,Moradia
9,190 000 €,51,"Amadora, Venteira",2,--,Apartamento
10,190 000 €,47,"Lisboa, Misericórdia",2,1,Apartamento
11,1 390 000 €,196,"Cascais, Alcabideche",5,5,Moradia
12,680 000 €,113,"Lisboa, Arroios",4,4,Apartamento
13,580 000 €,113,"Lisboa, Arroios",4,4,Apartamento
14,85 000 €,165,"Sintra, Queluz e Belas",--,0,Garagem
15,199 900 €,93,"Lisboa, Santa Clara",2,1,Apartamento
16,355 000 €,79,"Cascais, Carcavelos e Parede",3,1,Apartamento
17,247 000 €,72,"Odivelas, Odivelas",3,2,Apartamento
18,460 000 €,--,"Cascais, Alcabideche",--,--,Terreno
19,490 000 €,--,"Cascais, Alcabideche",--,--,Terreno
20,540 000 €,72,"Cascais, Cascais e Estoril",2,2,Moradia
21,350 000 €,130,"Lisboa, Arroios",9,2,Apartamento
22,1 000 000 €,--,"Cascais, Cascais e Estoril",--,--,Terreno
23,228 000 €,99,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",2,2,Apartamento
24,1 500 000 €,408,"Cascais, Cascais e Estoril",8,6,Moradia
25,179 900 €,65,"Amadora, Águas Livres",2,1,Apartamento
26,24 990 €,15920,"Azambuja, Aveiras de Baixo",--,--,Terreno
27,215 000 €,90,"Sintra, Massamá e Monte Abraão",2,2,Apartamento
28,110 000 €,110,"Lisboa, Areeiro",--,0,Trespasse
29,880 000 €,144,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",2,2,Apartamento
30,323 500 €,80,"Lisboa, Benfica",2,1,Apartamento
31,295 000 €,49,"Cascais, Carcavelos e Parede",1,0,Apartamento
32,290 000 €,138,"Mafra, Encarnação",3,2,Apartamento
33,169 900 €,67,"Amadora, Águas Livres",2,1,Apartamento
34,250 000 €,113,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",2,1,Apartamento
35,625 000 €,219,"Lisboa, São Domingos de Benfica",6,3,Apartamento
36,480 000 €,275,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",--,--,Prédio
37,110 000 €,87,"Lisboa, Arroios",--,0,Loja
38,25 000 €,50,"Lisboa, Benfica",--,2,Loja
39,155 000 €,70,"Sintra, Queluz e Belas",1,1,Apartamento
40,60 000 €,79,"Cadaval, Cadaval e Pêro Moniz",--,0,Outros - Habitação
41,1 000 000 €,373,"Cascais, Cascais e Estoril",4,4,Moradia
42,185 000 €,69,"Sintra, Cacém e São Marcos",2,1,Apartamento
43,340 000 €,79,"Lisboa, Benfica",3,2,Apartamento
44,184 500 €,74,"Mafra, Malveira e São Miguel de Alcainça",2,2,Apartamento
45,470 000 €,127,"Odivelas, Odivelas",3,2,Apartamento
46,460 000 €,90,"Lisboa, Lumiar",1,2,Apartamento
47,239 000 €,99,"Sintra, Algueirão-Mem Martins",3,2,Apartamento
48,70 000 €,--,"Sintra, Casal de Cambra",--,0,Terreno
49,75 000 €,--,"Sintra, Casal de Cambra",--,0,Terreno
50,160 000 €,75,"Sintra, Agualva e Mira-Sintra",2,1,Apartamento
51,270 000 €,78,"Sintra, Colares",2,2,Apartamento
52,590 000 €,98,"Lisboa, Estrela",2,3,Apartamento
53,300 000 €,48,"Lisboa, Campo de Ourique",1,1,Apartamento
54,267 500 €,122,"Alenquer, Alenquer (Santo Estêvão e Triana)",3,2,Apartamento
55,399 000 €,115,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,2,Apartamento
56,85 000 €,41,"Loures, Sacavém e Prior Velho",--,1,Loja
57,189 000 €,46,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",1,1,Apartamento
58,280 000 €,138,"Alenquer, Alenquer (Santo Estêvão e Triana)",3,2,Apartamento
59,262 500 €,138,"Alenquer, Alenquer (Santo Estêvão e Triana)",3,2,Apartamento
60,127 000 €,151,"Alenquer, Abrigada e Cabanas de Torres",--,2,Outros - Comercial
61,277 500 €,138,"Alenquer, Alenquer (Santo Estêvão e Triana)",3,2,Apartamento
62,257 500 €,122,"Alenquer, Alenquer (Santo Estêvão e Triana)",3,2,Apartamento
63,275 000 €,220,"Loures, Camarate, Unhos e Apelação",--,0,Prédio
64,275 000 €,138,"Alenquer, Alenquer (Santo Estêvão e Triana)",3,2,Apartamento
65,525 000 €,329,"Vila Franca de Xira, Alhandra, São João dos Montes e Calhandriz",4,4,Moradia
66,260 000 €,72,"Cascais, Carcavelos e Parede",2,1,Apartamento
67,240 000 €,108,"Alenquer, Alenquer (Santo Estêvão e Triana)",3,2,Apartamento
68,210 000 €,88,"Alenquer, Alenquer (Santo Estêvão e Triana)",2,1,Apartamento
69,300 000 €,60,"Lisboa, Arroios",2,1,Apartamento
70,775 000 €,134,"Lisboa, Alvalade",4,2,Apartamento
71,747 500 €,163,"Sintra, São João das Lampas e Terrugem",4,3,Moradia
72,560 000 €,76,"Cascais, Cascais e Estoril",2,2,Apartamento
73,800 000 €,--,"Cascais, Alcabideche",--,0,Terreno
74,192 000 €,72,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,1,Apartamento
75,215 000 €,115,"Lourinhã, Lourinhã e Atalaia",2,0,Apartamento
76,435 000 €,84,"Lisboa, Areeiro",3,2,Apartamento
77,50 000 €,--,"Torres Vedras, Maxial e Monte Redondo",--,0,Terreno
78,188 000 €,86,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
79,550 000 €,234,"Sintra, Algueirão-Mem Martins",4,3,Moradia
80,125 000 €,60,"Vila Franca de Xira, Vila Franca de Xira",2,1,Apartamento
81,320 000 €,95,"Loures, Sacavém e Prior Velho",2,1,Apartamento
82,1 300 000 €,180,"Lisboa, Misericórdia",2,3,Apartamento
83,430 000 €,213,"Torres Vedras, Campelos e Outeiro da Cabeça",4,4,Moradia
84,675 000 €,170,"Lisboa, Lumiar",4,3,Apartamento
85,165 000 €,52,"Odivelas, Odivelas",2,1,Apartamento
86,285 000 €,188,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",--,0,Loja
87,2 640 000 €,2400,"Lisboa, Ajuda",--,0,Escritório
88,235 000 €,45,"Lisboa, São Vicente",0,1,Apartamento
89,2 340 000 €,264,"Cascais, Cascais e Estoril",5,4,Apartamento
90,140 000 €,--,"Sintra, Casal de Cambra",--,0,Terreno
91,265 000 €,60,"Lisboa, São Vicente",4,1,Apartamento
92,685 000 €,230,"Odivelas, Ramada e Caneças",4,3,Moradia
93,300 000 €,89,"Mafra, Ericeira",--,1,Trespasse
94,728 000 €,143,"Lisboa, Avenidas Novas",3,2,Apartamento
95,1 080 000 €,213,"Cascais, Alcabideche",5,4,Moradia
96,239 000 €,73,"Odivelas, Odivelas",2,1,Apartamento
97,338 000 €,79,"Cascais, Carcavelos e Parede",3,2,Apartamento
98,199 000 €,80,"Odivelas, Póvoa de Santo Adrião e Olival Basto",3,4,Apartamento
99,290 000 €,90,"Lisboa, São Domingos de Benfica",--,1,Escritório
100,320 000 €,80,"Lisboa, São Domingos de Benfica",--,2,Escritório
101,590 000 €,170,"Lisboa, São Domingos de Benfica",--,3,Escritório
102,450 000 €,115,"Lisboa, São Vicente",3,1,Apartamento
103,395 000 €,76,"Lisboa, Areeiro",2,1,Apartamento
104,258 000 €,258,"Cascais, Carcavelos e Parede",--,0,Armazém
105,885 000 €,155,"Loures, Moscavide e Portela",4,3,Apartamento
106,170 000 €,123,"Azambuja, Azambuja",2,0,Apartamento
107,198 000 €,38,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",1,1,Apartamento
108,225 000 €,68,"Loures, Loures",3,1,Moradia
109,57 000 €,300,"Oeiras, Porto Salvo",--,0,Terreno
110,1 100 000 €,225,"Lisboa, Areeiro",4,3,Apartamento
111,35 000 €,--,"Torres Vedras, Dois Portos e Runa",--,0,Terreno
112,270 000 €,115,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
113,267 500 €,82,"Lisboa, Arroios",2,1,Apartamento
114,141 900 €,52,"Sintra, Agualva e Mira-Sintra",1,1,Apartamento
115,485 000 €,160,"Lisboa, Arroios",3,2,Apartamento
116,1 650 000 €,693,"Lisboa, Campolide",--,0,Prédio
117,425 000 €,130,"Lisboa, Arroios",5,2,Apartamento
118,180 000 €,65,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",2,1,Apartamento
119,168 000 €,75,"Sintra, Queluz e Belas",3,1,Apartamento
120,480 000 €,133,"Odivelas, Odivelas",2,2,Apartamento
121,265 500 €,47,"Lisboa, Santo António",2,1,Apartamento
122,249 500 €,80,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",2,1,Apartamento
123,1 250 000 €,180,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,3,Moradia
124,920 000 €,180,"Lisboa, Estrela",4,--,Apartamento
125,315 000 €,126,"Sintra, Queluz e Belas",3,2,Apartamento
126,134 000 €,73,"Vila Franca de Xira, Vialonga",--,2,Loja
127,232 000 €,65,"Lisboa, Arroios",2,1,Apartamento
128,560 000 €,36267,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",--,0,Terreno
129,360 000 €,108,"Oeiras, Porto Salvo",3,2,Apartamento
130,57 500 €,47,"Odivelas, Odivelas",--,1,Loja
131,310 000 €,70,"Lisboa, Avenidas Novas",2,1,Apartamento
132,290 000 €,77,"Lisboa, Arroios",1,2,Apartamento
133,509 000 €,147,"Amadora, Alfragide",3,3,Apartamento
134,775 000 €,192,"Lisboa, Olivais",5,2,Moradia
135,1 550 000 €,240,"Lisboa, Santa Maria Maior",3,3,Apartamento
136,340 000 €,274,"Sintra, São João das Lampas e Terrugem",4,1,Moradia
137,340 000 €,274,"Sintra, São João das Lampas e Terrugem",4,0,Moradia
138,340 000 €,274,"Sintra, São João das Lampas e Terrugem",4,0,Moradia
139,250 000 €,93,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",3,2,Apartamento
140,140 000 €,27,"Lisboa, Misericórdia",1,0,Apartamento
141,780 000 €,153,"Cascais, Cascais e Estoril",3,2,Moradia
142,248 500 €,73,"Lisboa, Arroios",2,1,Apartamento
143,1 998 000 €,502,"Cascais, Carcavelos e Parede",13,5,Moradia
144,225 000 €,102,"Sintra, Queluz e Belas",3,2,Apartamento
145,130 000 €,66,"Vila Franca de Xira, Vila Franca de Xira",2,1,Apartamento
146,299 500 €,62,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",2,1,Apartamento
147,2 780 000 €,246,"Cascais, Cascais e Estoril",4,6,Moradia
148,645 000 €,186,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,2,Apartamento
149,55 000 €,3810,"Lourinhã, Lourinhã e Atalaia",0,0,Terreno
150,336 000 €,216,"Loures, Camarate, Unhos e Apelação",3,3,Apartamento
151,399 500 €,87,"Odivelas, Odivelas",3,2,Apartamento
152,300 000 €,168,"Loures, Camarate, Unhos e Apelação",3,2,Apartamento
153,265 000 €,140,"Loures, Camarate, Unhos e Apelação",2,2,Apartamento
154,100 000 €,78,"Azambuja, Azambuja",2,1,Apartamento
155,250 000 €,71,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,2,Apartamento
156,250 000 €,77,"Odivelas, Odivelas",3,2,Apartamento
157,247 000 €,74,"Cascais, Carcavelos e Parede",1,1,Apartamento
158,120 000 €,216,"Odivelas, Póvoa de Santo Adrião e Olival Basto",4,3,Moradia
159,199 500 €,108,"Sintra, Queluz e Belas",2,2,Apartamento
160,329 000 €,114,"Vila Franca de Xira, Vialonga",3,2,Apartamento
161,737 000 €,217,"Mafra, Ericeira",3,4,Moradia
162,230 000 €,91,"Sintra, Algueirão-Mem Martins",2,1,Moradia
163,549 000 €,135,"Lisboa, Estrela",2,2,Apartamento
164,390 000 €,113,"Oeiras, Carnaxide e Queijas",2,2,Apartamento
165,319 000 €,192,"Alenquer, Ventosa",3,2,Moradia
166,319 800 €,48,"Lisboa, Avenidas Novas",1,1,Apartamento
167,280 000 €,93,"Lisboa, Belém",3,2,Apartamento
168,270 000 €,55,"Lisboa, Santo António",1,1,Apartamento
169,1 295 000 €,171,"Cascais, Carcavelos e Parede",3,3,Apartamento
170,229 000 €,84,"Sintra, Cacém e São Marcos",2,2,Apartamento
171,32 000 €,33,"Sintra, Massamá e Monte Abraão",--,0,Loja
172,375 000 €,105,"Lisboa, Santa Clara",3,2,Apartamento
173,202 000 €,30,"Lisboa, Ajuda",0,1,Apartamento
174,1 150 000 €,--,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",--,0,Terreno
175,780 000 €,85,"Lisboa, Marvila",2,2,Apartamento
176,960 000 €,357,"Odivelas, Ramada e Caneças",--,0,Loja
177,2 500 000 €,185,"Cascais, Cascais e Estoril",3,3,Apartamento
178,750 000 €,140,"Cascais, Cascais e Estoril",4,2,Apartamento
179,92 000 €,35,"Azambuja, Azambuja",--,0,Terreno
180,287 500 €,120,"Lisboa, Campo de Ourique",--,1,Prédio
181,130 000 €,--,"Amadora, Encosta do Sol",--,0,Terreno
182,325 000 €,470,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",--,4,Armazém
183,550 000 €,128,"Cascais, Cascais e Estoril",3,2,Apartamento
184,220 000 €,135,"Odivelas, Pontinha e Famões",4,2,Terreno
185,690 000 €,8612,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",--,0,Quinta
186,260 000 €,120,"Alenquer, Alenquer (Santo Estêvão e Triana)",3,2,Apartamento
187,395 000 €,69,"Cascais, Cascais e Estoril",3,1,Moradia
188,249 900 €,92,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2,Apartamento
189,530 000 €,139,"Amadora, Alfragide",4,3,Apartamento
190,630 000 €,79,"Lisboa, Parque das Nações",2,1,Apartamento
191,750 000 €,--,"Arruda dos Vinhos, Arruda dos Vinhos",--,0,Terreno
192,158 500 €,240,"Sintra, Rio de Mouro",--,--,Terreno
193,365 000 €,65,"Lisboa, Penha de França",3,1,Apartamento
194,565 000 €,82,"Lisboa, Arroios",2,1,Apartamento
195,274 000 €,80,"Odivelas, Pontinha e Famões",2,0,Apartamento
196,80 000 €,58,"Torres Vedras, Dois Portos e Runa",1,1,Moradia
197,270 000 €,120,"Vila Franca de Xira, Vila Franca de Xira",3,2,Apartamento
198,275 000 €,178,"Lisboa, Santa Maria Maior",--,1,Armazém
199,715 000 €,105,"Cascais, Cascais e Estoril",2,2,Apartamento
200,432 500 €,116,"Odivelas, Ramada e Caneças",3,2,Apartamento
201,450 000 €,319,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",4,8,Moradia
202,700 000 €,155,"Cascais, Carcavelos e Parede",4,3,Apartamento
203,170 000 €,79,"Amadora, Venteira",1,1,Apartamento
204,149 900 €,79,"Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras",2,1,Apartamento
205,275 000 €,96,"Mafra, Malveira e São Miguel de Alcainça",2,1,Apartamento
206,195 000 €,82,"Amadora, Mina de Água",2,1,Apartamento
207,470 000 €,106,"Lisboa, Benfica",3,2,Apartamento
208,448 250 €,77,"Lisboa, Alcântara",2,1,Apartamento
209,649 750 €,131,"Lisboa, Alcântara",3,3,Apartamento
210,320 000 €,103,"Amadora, Mina de Água",3,2,Apartamento
211,259 900 €,242,"Alenquer, Abrigada e Cabanas de Torres",3,4,Moradia
212,109 500 €,97,"Vila Franca de Xira, Vialonga",2,1,Apartamento
213,410 000 €,86,"Lisboa, Campolide",2,1,Apartamento
214,215 000 €,102,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",3,2,Apartamento
215,207 000 €,98,"Sintra, Cacém e São Marcos",2,1,Apartamento
216,235 000 €,98,"Lisboa, Lumiar",--,1,Loja
217,140 000 €,71,"Sintra, Agualva e Mira-Sintra",2,1,Apartamento
218,190 000 €,43,"Lisboa, Alcântara",2,1,Apartamento
219,320 000 €,96,"Lisboa, Beato",4,2,Apartamento
220,340 000 €,140,"Sintra, Algueirão-Mem Martins",4,3,Moradia
221,185 000 €,61,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",1,--,Apartamento
222,179 000 €,134,"Arruda dos Vinhos, Arruda dos Vinhos",2,2,Apartamento
223,209 600 €,100,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",2,2,Moradia
224,360 000 €,72,"Lisboa, São Domingos de Benfica",2,1,Apartamento
225,345 000 €,60,"Lisboa, Campo de Ourique",--,--,Loja
226,151 500 €,69,"Sintra, Queluz e Belas",2,1,Apartamento
227,440 000 €,76,"Lisboa, Campo de Ourique",2,2,Apartamento
228,350 000 €,172,"Oeiras, Porto Salvo",5,2,Moradia
229,775 000 €,94,"Lisboa, Santo António",2,2,Apartamento
230,448 000 €,58,"Lisboa, Carnide",2,1,Apartamento
231,649 000 €,126,"Lisboa, Parque das Nações",2,2,Apartamento
232,177 500 €,38,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",1,1,Apartamento
233,277 500 €,84,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,1,Apartamento
234,1 500 000 €,230,"Lisboa, Santo António",6,3,Apartamento
235,117 500 €,46,"Sintra, Rio de Mouro",1,1,Apartamento
236,2 150 000 €,241,"Sintra, Rio de Mouro",3,5,Moradia
237,1 980 000 €,241,"Sintra, Rio de Mouro",3,5,Moradia
238,1 980 000 €,241,"Sintra, Rio de Mouro",3,5,Moradia
239,2 000 000 €,241,"Sintra, Rio de Mouro",3,5,Moradia
240,52 500 €,28,"Lisboa, Belém",--,0,Garagem
241,475 000 €,124,"Cascais, Carcavelos e Parede",3,3,Apartamento
242,2 450 000 €,357,"Sintra, Rio de Mouro",4,6,Moradia
243,2 550 000 €,396,"Sintra, Rio de Mouro",4,6,Moradia
244,2 500 000 €,396,"Sintra, Rio de Mouro",4,6,Moradia
245,2 500 000 €,396,"Sintra, Rio de Mouro",4,6,Moradia
246,2 450 000 €,396,"Sintra, Rio de Mouro",4,6,Moradia
247,345 000 €,123,"Loures, Camarate, Unhos e Apelação",3,2,Apartamento
248,330 000 €,72,"Lisboa, Penha de França",2,1,Apartamento
249,895 000 €,140,"Cascais, Cascais e Estoril",3,2,Apartamento
250,2 100 000 €,351,"Lisboa, Santo António",4,4,Duplex
251,110 000 €,45,"Amadora, Mina de Água",0,1,Apartamento
252,240 000 €,--,"Mafra, Santo Isidoro",--,--,Terreno
253,895 000 €,245,"Cascais, São Domingos de Rana",3,3,Moradia
254,249 900 €,75,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,1,Apartamento
255,535 000 €,78,"Lisboa, Estrela",2,2,Apartamento
256,165 000 €,65,"Sintra, Queluz e Belas",2,1,Apartamento
257,385 000 €,116,"Mafra, Ericeira",2,--,Apartamento
258,1 450 000 €,256,"Lisboa, Misericórdia",7,2,Apartamento
259,100 000 €,57,"Amadora, Venteira",2,1,Apartamento
260,1 900 000 €,266,"Lisboa, Campo de Ourique",5,3,Apartamento
261,350 000 €,367,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",--,0,Escritório
262,5 000 000 €,--,"Loures, Lousa",--,0,Terreno
263,148 000 €,47,"Sintra, Massamá e Monte Abraão",1,1,Apartamento
264,175 000 €,99,"Vila Franca de Xira, Vialonga",3,2,Apartamento
265,234 900 €,125,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",2,1,Apartamento
266,243 000 €,93,"Amadora, Águas Livres",3,2,Apartamento
267,255 000 €,124,"Sintra, Algueirão-Mem Martins",3,2,Apartamento
268,680 000 €,137,"Lisboa, Olivais",3,2,Apartamento
269,450 000 €,96,"Sintra, São João das Lampas e Terrugem",2,--,Moradia
270,725 000 €,195,"Cascais, São Domingos de Rana",4,0,Moradia
271,1 150 000 €,224,"Lisboa, Areeiro",4,5,Apartamento
272,159 500 €,96,"Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras",3,2,Apartamento
273,195 000 €,44,"Cascais, Cascais e Estoril",1,1,Apartamento
274,210 000 €,69,"Sintra, Rio de Mouro",2,1,Apartamento
275,2 400 000 €,239,"Cascais, Cascais e Estoril",4,5,Moradia
276,420 000 €,62,"Cascais, Carcavelos e Parede",3,2,Apartamento
277,690 000 €,189,"Lisboa, Carnide",0,0,Escritório
278,270 000 €,184,"Lourinhã, Lourinhã e Atalaia",4,3,Moradia
279,730 000 €,188,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",4,3,Moradia
280,185 000 €,41,"Oeiras, Barcarena",1,1,Apartamento
281,110 000 €,--,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",--,0,Terreno
282,263 000 €,72,"Oeiras, Porto Salvo",2,1,Apartamento
283,120 000 €,--,"Alenquer, Carnota",--,--,Terreno
284,129 000 €,36,"Odivelas, Pontinha e Famões",2,1,Apartamento
285,2 500 000 €,680,"Alenquer, Carnota",6,--,Quinta
286,310 000 €,37,"Lisboa, São Vicente",2,1,Apartamento
287,750 000 €,300,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",4,4,Moradia
288,299 000 €,88,"Cascais, Carcavelos e Parede",2,2,Apartamento
289,67 500 €,--,"Vila Franca de Xira, Vialonga",--,--,Terreno
290,1 980 000 €,330,"Lisboa, Santo António",11,2,Apartamento
291,700 000 €,122,"Lisboa, Penha de França",3,0,Apartamento
292,409 000 €,70,"Lisboa, Arroios",2,2,Apartamento
293,213 000 €,98,"Amadora, Falagueira - Venda Nova",2,1,Apartamento
294,650 000 €,280,"Cascais, São Domingos de Rana",3,5,Moradia
295,800 000 €,158,"Lourinhã, Lourinhã e Atalaia",3,2,Moradia
296,130 000 €,55,"Vila Franca de Xira, Vila Franca de Xira",1,1,Apartamento
297,470 000 €,76,"Lisboa, Penha de França",2,1,Apartamento
298,185 000 €,106,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
299,279 000 €,150,"Sintra, Agualva e Mira-Sintra",5,2,Moradia
300,260 000 €,60,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,--,Apartamento
301,175 000 €,35,"Lisboa, Penha de França",2,1,Apartamento
302,314 500 €,77,"Lisboa, São Domingos de Benfica",2,1,Apartamento
303,175 000 €,70,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
304,125 000 €,--,"Torres Vedras, A dos Cunhados e Maceira",--,0,Terreno
305,235 000 €,94,"Sintra, Agualva e Mira-Sintra",3,2,Apartamento
306,200 000 €,94,"Sintra, Agualva e Mira-Sintra",3,2,Apartamento
307,425 000 €,153,"Lisboa, Penha de França",6,2,Apartamento
308,260 000 €,99,"Loures, Loures",2,2,Apartamento
309,100 000 €,38,"Sintra, Massamá e Monte Abraão",--,1,Loja
310,200 000 €,75,"Sintra, Massamá e Monte Abraão",3,2,Apartamento
311,450 000 €,166,"Mafra, Ericeira",3,3,Moradia
312,950 000 €,1825,"Loures, Sacavém e Prior Velho",--,0,Prédio
313,798 000 €,183,"Lisboa, Lumiar",4,3,Apartamento
314,550 000 €,800,"Cadaval, Cadaval e Pêro Moniz",--,0,Industrial
315,183 000 €,74,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",2,1,Apartamento
316,205 000 €,117,"Sintra, Algueirão-Mem Martins",3,2,Apartamento
317,385 000 €,98,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",4,4,Moradia
318,70 000 €,205,"Torres Vedras, Dois Portos e Runa",--,--,Outros - Habitação
319,349 000 €,189,"Alenquer, Abrigada e Cabanas de Torres",4,3,Moradia
320,269 000 €,92,"Odivelas, Ramada e Caneças",2,2,Apartamento
321,159 000 €,70,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
322,199 900 €,116,"Amadora, Mina de Água",3,2,Apartamento
323,46 000 €,90,"Sintra, Algueirão-Mem Martins",--,2,Trespasse
324,220 000 €,97,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2,Apartamento
325,950 000 €,201,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",4,5,Apartamento
326,149 000 €,74,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
327,220 000 €,73,"Lisboa, Benfica",3,1,Apartamento
328,1 000 000 €,230,"Cascais, Alcabideche",3,4,Moradia
329,325 000 €,141,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",2,2,Moradia
330,1 200 000 €,178,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,3,Apartamento
331,265 000 €,179,"Sobral de Monte Agraço, São Quintino",4,2,Moradia
332,25 000 €,--,"Azambuja, Manique do Intendente, Vila Nova de São Pedro e Maçussa",--,0,Terreno
333,645 000 €,--,"Lourinhã, São Bartolomeu dos Galegos e Moledo",--,0,Terreno
334,980 000 €,306,"Azambuja, Azambuja",6,3,Quinta
335,950 000 €,120,"Lisboa, Santa Maria Maior",--,0,Loja
336,52 000 €,97,"Lourinhã, Lourinhã e Atalaia",--,0,Trespasse
337,410 000 €,147,"Lisboa, Olivais",6,2,Apartamento
338,48 000 €,54,"Azambuja, Manique do Intendente, Vila Nova de São Pedro e Maçussa",3,--,Moradia
339,234 000 €,115,"Vila Franca de Xira, Vialonga",3,2,Apartamento
340,250 000 €,95,"Sintra, Cacém e São Marcos",3,2,Apartamento
341,590 000 €,340,"Mafra, Malveira e São Miguel de Alcainça",5,4,Moradia
342,335 000 €,77,"Cascais, São Domingos de Rana",2,1,Apartamento
343,749 000 €,322,"Torres Vedras, Dois Portos e Runa",3,0,Moradia
344,419 000 €,123,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,2,Apartamento
345,699 000 €,175,"Cascais, São Domingos de Rana",3,3,Moradia
346,690 000 €,70,"Lisboa, Arroios",2,2,Apartamento
347,196 000 €,66,"Vila Franca de Xira, Vialonga",1,1,Apartamento
348,298 000 €,69,"Lisboa, São Vicente",3,1,Apartamento
349,199 000 €,74,"Amadora, Águas Livres",2,1,Apartamento
350,249 000 €,95,"Sintra, Massamá e Monte Abraão",3,2,Apartamento
351,35 000 €,28,"Torres Vedras, Dois Portos e Runa",--,--,Outros - Habitação
352,175 000 €,0,"Cascais, Alcabideche",0,0,Terreno
353,118 000 €,58,"Sintra, Agualva e Mira-Sintra",2,1,Apartamento
354,497 500 €,250,"Sintra, Rio de Mouro",5,4,Moradia
355,630 000 €,102,"Lisboa, Areeiro",3,3,Apartamento
356,150 000 €,130,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",2,1,Quinta
357,130 000 €,99,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",3,0,Moradia
358,83 000 €,50,"Azambuja, Aveiras de Baixo",2,0,Moradia
359,235 000 €,85,"Lisboa, São Domingos de Benfica",3,1,Apartamento
360,255 000 €,98,"Lisboa, São Domingos de Benfica",4,1,Apartamento
