,Price,Square Meters,Address,Bedrooms,Bathrooms,Listing Type
1310,1 200 000 €,231,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",6,6,Moradia
1311,264 000 €,135,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",3,2,Apartamento
1312,175 000 €,59,"Loures, Santo António dos Cavaleiros e Frielas",3,1,Apartamento
1313,1 220 000 €,538,"Sintra, Rio de Mouro",4,4,Moradia
1314,295 000 €,83,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,2,Moradia
1315,430 000 €,100,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",3,1,Moradia
1316,410 000 €,118,"Cascais, Cascais e Estoril",3,2,Apartamento
1317,300 000 €,102,"Sintra, Cacém e São Marcos",3,2,Apartamento
1318,875 000 €,161,"Loures, Santo Antão e São Julião do Tojal",3,4,Moradia
1319,435 000 €,160,"Odivelas, Ramada e Caneças",3,2,Apartamento
1320,156 000 €,61,"Amadora, Mina de Água",1,1,Apartamento
1321,296 000 €,32,"Lisboa, Santa Maria Maior",0,1,Apartamento
1322,327 000 €,37,"Lisboa, Santa Maria Maior",0,1,Apartamento
1323,260 000 €,101,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2,Apartamento
1324,168 500 €,68,"Sintra, Cacém e São Marcos",2,1,Apartamento
1325,730 200 €,77,"Lisboa, Misericórdia",2,1,Apartamento
1326,700 500 €,72,"Lisboa, Misericórdia",2,1,Apartamento
1327,530 000 €,136,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,0,Apartamento
1328,990 000 €,155,"Cascais, Cascais e Estoril",3,3,Apartamento
1329,170 000 €,76,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,1,Apartamento
1330,288 000 €,110,"Loures, Moscavide e Portela",2,1,Apartamento
1331,989 000 €,211,"Cascais, Alcabideche",4,3,Apartamento
1332,365 000 €,85,"Lisboa, São Domingos de Benfica",4,2,Apartamento
1333,308 000 €,102,"Odivelas, Pontinha e Famões",3,2,Apartamento
1334,590 000 €,114,"Cascais, Cascais e Estoril",2,2,Apartamento
1335,130 000 €,76,"Lisboa, Misericórdia",--,2,Trespasse
1336,35 000 €,80,"Arruda dos Vinhos, Arranhó",--,0,Armazém
1337,82 000 €,99,"Odivelas, Pontinha e Famões",--,1,Loja
1338,250 000 €,140,"Lisboa, Marvila",--,1,Escritório
1339,135 000 €,198,"Amadora, Mina de Água",--,0,Terreno
1340,450 000 €,123,"Lisboa, Penha de França",5,2,Apartamento
1341,379 500 €,90,"Sintra, Cacém e São Marcos",3,2,Moradia
1342,218 000 €,100,"Torres Vedras, São Pedro da Cadeira",2,1,Apartamento
1343,159 000 €,74,"Sintra, Casal de Cambra",3,2,Apartamento
1344,695 000 €,138,"Lisboa, Santo António",3,2,Apartamento
1345,469 000 €,103,"Cascais, Carcavelos e Parede",2,2,Apartamento
1346,320 000 €,--,"Mafra, Santo Isidoro",--,0,Terreno
1347,310 000 €,84,"Cascais, São Domingos de Rana",2,1,Apartamento
1348,57 500 €,163,"Vila Franca de Xira, Alhandra, São João dos Montes e Calhandriz",--,0,Terreno
1349,168 500 €,80,"Sintra, Agualva e Mira-Sintra",3,1,Apartamento
1350,390 000 €,130,"Sintra, Rio de Mouro",4,2,Moradia
1351,720 000 €,145,"Lisboa, Belém",2,2,Apartamento
1352,315 000 €,114,"Loures, Loures",5,3,Moradia
1353,100 000 €,127,"Mafra, Enxara do Bispo, Gradil e Vila Franca do Rosário",4,1,Moradia
1354,225 000 €,93,"Sintra, Queluz e Belas",2,2,Apartamento
1355,590 000 €,121,"Lisboa, Avenidas Novas",--,1,Loja
1356,249 900 €,60,"Lisboa, Penha de França",1,1,Apartamento
1357,138 000 €,69,"Azambuja, Azambuja",3,2,Apartamento
1358,415 000 €,124,"Oeiras, Porto Salvo",3,2,Apartamento
1359,1 235 000 €,170,"Lisboa, Belém",4,3,Apartamento
1360,65 000 €,--,"Sobral de Monte Agraço, São Quintino",--,0,Terreno
1361,95 000 €,60,"Alenquer, Alenquer (Santo Estêvão e Triana)",1,1,Moradia
1362,310 000 €,107,"Loures, Santo António dos Cavaleiros e Frielas",3,2,Apartamento
1363,225 000 €,52,"Cascais, Carcavelos e Parede",1,1,Apartamento
1364,300 000 €,156,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",--,0,Armazém
1365,347 000 €,136,"Loures, Santo António dos Cavaleiros e Frielas",5,0,Apartamento
1366,227 000 €,52,"Lisboa, Arroios",0,1,Loja
1367,224 000 €,70,"Sintra, Cacém e São Marcos",2,1,Apartamento
1368,385 000 €,100,"Lisboa, Campolide",3,2,Apartamento
1369,60 000 €,--,"Sobral de Monte Agraço, São Quintino",--,0,Terreno
1370,190 000 €,84,"Sintra, Cacém e São Marcos",2,1,Apartamento
1371,119 000 €,54,"Amadora, Águas Livres",1,1,Apartamento
1372,80 000 €,--,"Vila Franca de Xira, Vialonga",--,0,Terreno
1373,190 500 €,87,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,1,Apartamento
1374,205 000 €,84,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,1,Apartamento
1375,185 000 €,70,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
1376,399 000 €,191,"Lourinhã, Lourinhã e Atalaia",4,3,Moradia
1377,1 440 000 €,355,"Lisboa, Arroios",--,0,Prédio
1378,145 000 €,59,"Amadora, Mina de Água",2,1,Apartamento
1379,262 500 €,78,"Lisboa, Santo António",2,1,Apartamento
1380,155 000 €,39,"Lisboa, Santo António",2,1,Escritório
1381,310 000 €,47,"Lisboa, Avenidas Novas",0,--,Apartamento
1382,129 000 €,79,"Alenquer, Carregado e Cadafais",2,1,Apartamento
1383,162 000 €,170,"Alenquer, Alenquer (Santo Estêvão e Triana)",4,--,Moradia
1384,1 590 000 €,155,"Cascais, Alcabideche",3,5,Moradia
1385,1 670 000 €,170,"Cascais, Alcabideche",3,5,Moradia
1386,417 000 €,86,"Lisboa, Lumiar",2,2,Apartamento
1387,270 000 €,96,"Mafra, Santo Isidoro",2,2,Moradia
1388,205 000 €,57,"Lisboa, Lumiar",2,0,Apartamento
1389,120 000 €,40,"Lisboa, Ajuda",--,1,Loja
1390,1 670 000 €,258,"Lisboa, Marvila",5,3,Duplex
1391,192 000 €,65,"Odivelas, Ramada e Caneças",2,1,Apartamento
1392,160 000 €,81,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
1393,420 000 €,95,"Lisboa, Lumiar",3,2,Apartamento
1394,798 500 €,160,"Lisboa, Belém",5,3,Apartamento
1395,185 000 €,96,"Sintra, Agualva e Mira-Sintra",3,1,Apartamento
1396,335 000 €,213,"Mafra, Malveira e São Miguel de Alcainça",3,2,Apartamento
1397,550 000 €,129,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,2,Apartamento
1398,179 900 €,53,"Odivelas, Pontinha e Famões",2,1,Apartamento
1399,595 000 €,110,"Lisboa, Campolide",3,2,Apartamento
1400,142 000 €,134,"Arruda dos Vinhos, Santiago dos Velhos",2,1,Moradia
1401,349 500 €,188,"Cascais, Alcabideche",--,1,Escritório
1402,110 000 €,48,"Lisboa, Penha de França",--,1,Loja
1403,175 000 €,79,"Odivelas, Odivelas",2,1,Apartamento
1404,45 000 €,--,"Azambuja, Azambuja",--,0,Terreno
1405,380 000 €,97,"Cascais, São Domingos de Rana",2,2,Apartamento
1406,279 000 €,135,"Vila Franca de Xira, Vialonga",3,2,Apartamento
1407,320 000 €,122,"Cascais, São Domingos de Rana",1,1,Apartamento
1408,1 190 000 €,311,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,4,Moradia
1409,347 000 €,96,"Loures, Santo António dos Cavaleiros e Frielas",3,2,Apartamento
1410,995 000 €,227,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,3,Moradia
1411,471 000 €,174,"Lisboa, Arroios",--,1,Escritório
1412,435 000 €,90,"Lisboa, Carnide",4,4,Moradia
1413,110 000 €,93,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",--,1,Loja
1414,395 000 €,90,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,2,Apartamento
1415,298 000 €,92,"Cascais, São Domingos de Rana",3,2,Apartamento
1416,230 000 €,86,"Amadora, Mina de Água",2,1,Apartamento
1417,1 440 000 €,331,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,3,Moradia
1418,257 000 €,80,"Lisboa, Estrela",--,--,Loja
1419,1 395 000 €,162,"Lisboa, Parque das Nações",4,3,Apartamento
1420,730 000 €,276,"Lisboa, São Vicente",0,1,Loja
1421,1 050 000 €,135,"Lisboa, Avenidas Novas",2,2,Moradia
1422,100 000 €,515,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",--,0,Terreno
1423,529 000 €,181,"Mafra, Venda do Pinheiro e Santo Estêvão das Galés",4,3,Moradia
1424,250 000 €,60,"Lisboa, Penha de França",1,1,Apartamento
1425,76 000 €,2400,"Torres Vedras, Carvoeira e Carmões",--,0,Terreno
1426,900 000 €,34,"Mafra, Encarnação",2,1,Quinta
1427,270 000 €,80,"Odivelas, Odivelas",3,2,Apartamento
1428,1 299 000 €,138,"Cascais, Cascais e Estoril",2,3,Apartamento
1429,395 000 €,110,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",3,2,Moradia
1430,1 285 000 €,219,"Cascais, Cascais e Estoril",5,4,Moradia
1431,270 000 €,50,"Lisboa, Campolide",1,1,Apartamento
1432,170 000 €,56,"Odivelas, Pontinha e Famões",2,1,Apartamento
1433,1 250 000 €,140,"Lisboa, Campolide",2,3,Apartamento
1434,125 000 €,--,"Arruda dos Vinhos, Arruda dos Vinhos",--,0,Terreno
1435,1 300 000 €,202,"Lisboa, Santa Maria Maior",3,2,Apartamento
1436,314 500 €,145,"Sintra, Massamá e Monte Abraão",4,2,Apartamento
1437,199 000 €,59,"Amadora, Venteira",2,1,Apartamento
1438,233 000 €,64,"Amadora, Águas Livres",2,1,Apartamento
1439,72 000 €,56,"Alenquer, Olhalvo",2,1,Moradia
1440,195 000 €,46,"Lisboa, São Domingos de Benfica",1,0,Apartamento
1441,176 000 €,71,"Loures, Santo António dos Cavaleiros e Frielas",2,1,Apartamento
1442,52 000 €,--,"Vila Franca de Xira, Alhandra, São João dos Montes e Calhandriz",--,0,Terreno
1443,775 000 €,185,"Lisboa, São Domingos de Benfica",4,3,Apartamento
1444,615 000 €,164,"Sintra, Queluz e Belas",3,3,Apartamento
1445,135 000 €,79,"Alenquer, Ota",2,0,Apartamento
1446,25 000 €,1120,"Sintra, São João das Lampas e Terrugem",--,0,Terreno
1447,42 500 €,--,"Azambuja, Aveiras de Cima",--,0,Terreno
1448,186 000 €,100,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
1449,145 000 €,54,"Sintra, Cacém e São Marcos",1,--,Apartamento
1450,260 000 €,160,"Torres Vedras, Campelos e Outeiro da Cabeça",3,2,Moradia
1451,90 000 €,360,"Cadaval, Lamas e Cercal",--,0,Armazém
1452,137 500 €,96,"Mafra, Igreja Nova e Cheleiros",3,4,Moradia
1453,26 500 €,80,"Sintra, Rio de Mouro",--,0,Trespasse
1454,239 000 €,88,"Odivelas, Póvoa de Santo Adrião e Olival Basto",3,1,Apartamento
1455,217 500 €,89,"Sintra, Massamá e Monte Abraão",3,2,Apartamento
1456,163 000 €,90,"Azambuja, Alcoentre",2,2,Moradia
1457,495 000 €,166,"Mafra, Mafra",3,3,Moradia
1458,165 000 €,65,"Sintra, Queluz e Belas",2,2,Apartamento
1459,700 000 €,507,"Odivelas, Ramada e Caneças",5,5,Moradia
1460,495 000 €,166,"Mafra, Mafra",3,3,Moradia
1461,165 000 €,65,"Sintra, Queluz e Belas",2,2,Apartamento
1462,700 000 €,507,"Odivelas, Ramada e Caneças",5,5,Moradia
1463,225 000 €,83,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",2,1,Apartamento
1464,1 425 000 €,156,"Lisboa, Santo António",3,3,Apartamento
1465,60 000 €,86,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",--,1,Armazém
1466,210 000 €,73,"Lisboa, Olivais",2,1,Apartamento
1467,3 380 000 €,1100,"Cascais, Cascais e Estoril",15,20,Moradia
1468,170 000 €,116,"Alenquer, Carregado e Cadafais",3,2,Apartamento
1469,230 000 €,90,"Loures, Loures",2,1,Apartamento
1470,115 000 €,66,"Sintra, Cacém e São Marcos",2,1,Apartamento
1471,60 000 €,4400,"Sintra, São João das Lampas e Terrugem",--,0,Terreno
1472,900 000 €,365,"Lisboa, Misericórdia",10,5,Prédio
1473,480 000 €,790,"Loures, Camarate, Unhos e Apelação",5,0,Prédio
1474,387 500 €,82,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,2,Apartamento
1475,339 000 €,119,"Loures, Santo António dos Cavaleiros e Frielas",3,2,Apartamento
1476,420 000 €,92,"Lisboa, Alcântara",2,2,Apartamento
1477,998 000 €,88,"Cascais, Cascais e Estoril",2,3,Apartamento
1478,220 000 €,36883,"Cadaval, Vilar",--,0,Terreno
1479,1 190 000 €,120,"Lisboa, Avenidas Novas",3,3,Apartamento
1480,240 000 €,95,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",3,2,Moradia
1481,445 000 €,89,"Mafra, Ericeira",2,1,Apartamento
1482,169 000 €,85,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
1483,270 000 €,119,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,2,Apartamento
1484,139 900 €,66,"Sintra, Rio de Mouro",1,1,Apartamento
1485,329 000 €,120,"Loures, Sacavém e Prior Velho",3,2,Apartamento
1486,340 000 €,113,"Amadora, Águas Livres",3,2,Apartamento
1487,260 000 €,78,"Amadora, Encosta do Sol",2,1,Apartamento
1488,260 000 €,72,"Lisboa, Carnide",--,1,Loja
1489,160 000 €,69,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",2,1,Apartamento
1490,590 000 €,136,"Mafra, Ericeira",2,3,Apartamento
1491,355 000 €,111,"Cascais, São Domingos de Rana",2,2,Apartamento
1492,269 000 €,92,"Amadora, Encosta do Sol",3,2,Apartamento
1493,160 000 €,55,"Cascais, São Domingos de Rana",1,1,Apartamento
1494,250 000 €,79,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,2,Apartamento
1495,385 000 €,74,"Cascais, Cascais e Estoril",1,2,Apartamento
1496,920 000 €,278,"Cascais, Carcavelos e Parede",4,4,Moradia
1497,210 000 €,91,"Sintra, Rio de Mouro",2,1,Apartamento
1498,59 000 €,30,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",2,1,Moradia
1499,95 000 €,26,"Lisboa, Carnide",--,0,Loja
1500,260 000 €,80,"Sintra, Agualva e Mira-Sintra",2,1,Apartamento
1501,400 000 €,70,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,1,Apartamento
1502,495 000 €,136,"Lisboa, Parque das Nações",--,1,Escritório
1503,208 000 €,148,"Sintra, Agualva e Mira-Sintra",4,2,Apartamento
1504,1 400 000 €,153,"Cascais, Cascais e Estoril",3,4,Apartamento
1505,686 808 €,117,"Cascais, Carcavelos e Parede",2,3,Apartamento
1506,686 808 €,117,"Cascais, Carcavelos e Parede",2,3,Apartamento
1507,686 808 €,117,"Cascais, Carcavelos e Parede",2,3,Apartamento
1508,738 736 €,121,"Cascais, Carcavelos e Parede",2,3,Apartamento
1509,464 673 €,76,"Cascais, Carcavelos e Parede",1,2,Apartamento
1510,551 922 €,89,"Cascais, Carcavelos e Parede",1,2,Apartamento
1511,495 000 €,150,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,0,Apartamento
1512,649 000 €,586,"Lisboa, Benfica",--,2,Loja
1513,449 500 €,--,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",6,8,Terreno
1514,449 000 €,128,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,2,Apartamento
1515,115 000 €,94,"Alenquer, Ventosa",2,2,Moradia
1516,459 000 €,77,"Lisboa, Parque das Nações",2,1,Apartamento
1517,950 000 €,--,"Azambuja, Azambuja",--,0,Terreno
1518,495 000 €,68,"Cascais, São Domingos de Rana",2,2,Apartamento
1519,171 000 €,79,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
1520,157 500 €,54,"Cascais, Carcavelos e Parede",--,2,Loja
1521,650 000 €,183,"Cascais, São Domingos de Rana",4,4,Moradia
1522,115 000 €,--,"Cascais, São Domingos de Rana",--,0,Terreno
1523,365 000 €,47,"Lisboa, Avenidas Novas",1,1,Apartamento
1524,450 000 €,--,"Sintra, Cacém e São Marcos",--,0,Terreno
1525,210 000 €,132,"Sintra, Algueirão-Mem Martins",3,2,Apartamento
1526,595 000 €,150,"Lisboa, Arroios",5,2,Apartamento
1527,139 000 €,64,"Amadora, Encosta do Sol",2,1,Apartamento
1528,265 000 €,46,"Lisboa, São Vicente",1,1,Apartamento
1529,179 500 €,87,"Sintra, Agualva e Mira-Sintra",2,1,Apartamento
1530,660 000 €,122,"Lisboa, Alvalade",3,2,Apartamento
1531,245 000 €,91,"Sintra, Algueirão-Mem Martins",2,1,Apartamento
1532,395 000 €,73,"Lisboa, São Domingos de Benfica",1,1,Apartamento
1533,52 500 €,--,"Mafra, Santo Isidoro",--,0,Terreno
1534,615 000 €,130,"Lisboa, Penha de França",3,2,Apartamento
1535,172 500 €,42,"Amadora, Águas Livres",1,1,Apartamento
1536,347 500 €,82,"Oeiras, Barcarena",4,2,Moradia
1537,155 000 €,59,"Sintra, Cacém e São Marcos",1,1,Apartamento
1538,85 000 €,121,"Torres Vedras, Carvoeira e Carmões",3,1,Moradia
1539,160 000 €,76,"Amadora, Falagueira - Venda Nova",2,1,Apartamento
1540,899 000 €,165,"Cascais, Carcavelos e Parede",4,4,Apartamento
1541,325 000 €,94,"Cascais, Cascais e Estoril",3,2,Apartamento
1542,400 000 €,123,"Mafra, Ericeira",2,2,Moradia
1543,155 000 €,67,"Mafra, Milharado",2,1,Apartamento
1544,170 000 €,67,"Sintra, Rio de Mouro",2,1,Apartamento
1545,640 000 €,506,"Oeiras, Carnaxide e Queijas",5,3,Prédio
1546,398 000 €,237,"Vila Franca de Xira, Vila Franca de Xira",3,3,Moradia
1547,259 000 €,112,"Mafra, Venda do Pinheiro e Santo Estêvão das Galés",2,2,Apartamento
1548,790 000 €,147,"Lisboa, Parque das Nações",3,3,Apartamento
1549,185 000 €,77,"Sintra, Queluz e Belas",2,1,Apartamento
1550,80 000 €,80,"Cadaval, Vilar",3,2,Moradia
1551,289 900 €,158,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",3,2,Apartamento
1552,140 000 €,116,"Azambuja, Azambuja",3,2,Apartamento
1553,3 980 000 €,465,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",6,5,Solar
1554,340 000 €,75,"Cascais, São Domingos de Rana",2,1,Apartamento
1555,350 000 €,155,"Sintra, Queluz e Belas",3,3,Apartamento
1556,750 000 €,273,"Loures, Loures",4,3,Moradia
1557,390 000 €,105,"Lisboa, Lumiar",4,2,Apartamento
1558,815 000 €,136,"Lisboa, Santa Maria Maior",2,2,Apartamento
1559,80 000 €,--,"Loures, Loures",--,0,Terreno
1560,285 000 €,142,"Sintra, Rio de Mouro",3,3,Moradia
1561,450 000 €,329,"Odivelas, Pontinha e Famões",--,0,Prédio
1562,216 000 €,112,"Vila Franca de Xira, Vila Franca de Xira",3,2,Apartamento
1563,348 000 €,148,"Cascais, São Domingos de Rana",2,1,Apartamento
1564,340 000 €,508,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",--,--,Armazém
1565,380 000 €,88,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,2,Apartamento
1566,450 000 €,93,"Cascais, Carcavelos e Parede",2,2,Apartamento
1567,420 000 €,140,"Lisboa, Santa Clara",3,3,Apartamento
1568,620 000 €,181,"Sintra, Casal de Cambra",4,3,Moradia
1569,399 000 €,158,"Lisboa, Santa Maria Maior",6,4,Prédio
1570,229 000 €,133,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",3,2,Apartamento
1571,225 000 €,106,"Sintra, Agualva e Mira-Sintra",3,2,Apartamento
1572,215 000 €,67,"Odivelas, Odivelas",2,2,Apartamento
1573,1 440 000 €,330,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,3,Moradia
1574,367 000 €,79,"Lisboa, Campo de Ourique",3,1,Apartamento
1575,219 500 €,340,"Torres Vedras, Turcifal",6,1,Moradia
1576,1 750 000 €,260,"Cascais, Cascais e Estoril",4,5,Moradia
1577,550 000 €,135,"Lisboa, Olivais",4,2,Apartamento
1578,3 100 000 €,1928,"Lisboa, Beato",--,0,Armazém
1579,465 000 €,116,"Lisboa, Avenidas Novas",3,2,Apartamento
1580,650 000 €,217,"Sintra, São João das Lampas e Terrugem",4,4,Moradia
1581,419 000 €,154,"Oeiras, Carnaxide e Queijas",5,3,Apartamento
1582,1 700 000 €,332,"Cascais, Cascais e Estoril",6,6,Moradia
1583,530 000 €,163,"Odivelas, Odivelas",3,2,Apartamento
1584,595 000 €,185,"Odivelas, Ramada e Caneças",3,3,Moradia
1585,115 000 €,41,"Amadora, Venteira",1,1,Apartamento
1586,545 000 €,180,"Lisboa, Alvalade",--,2,Escritório
1587,300 000 €,--,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",--,0,Terreno
1588,60 000 €,297,"Vila Franca de Xira, Vialonga",0,0,Terreno
1589,1 800 000 €,215,"Lisboa, Santa Maria Maior",3,0,Apartamento
1590,499 900 €,157,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",4,2,Moradia
1591,187 500 €,66,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,1,Apartamento
1592,49 500 €,45,"Sintra, Queluz e Belas",--,1,Garagem
1593,87 000 €,--,"Mafra, Igreja Nova e Cheleiros",--,0,Terreno
1594,570 000 €,107,"Cascais, Alcabideche",2,2,Apartamento
1595,277 000 €,63,"Lisboa, Arroios",2,1,Apartamento
1596,150 000 €,212,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0,1,Loja
1597,150 000 €,202,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0,1,Loja
1598,275 000 €,132,"Torres Vedras, Campelos e Outeiro da Cabeça",3,2,Moradia
1599,850 000 €,295,"Odivelas, Odivelas",--,1,Loja
1600,270 000 €,99,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",3,4,Apartamento
1601,795 000 €,173,"Mafra, Mafra",4,4,Apartamento
1602,2 400 000 €,684,"Lisboa, Arroios",12,10,Prédio
1603,430 000 €,128,"Cascais, São Domingos de Rana",3,2,Apartamento
1604,3 200 000 €,2495,"Cascais, Alcabideche",--,--,Armazém
1605,135 000 €,46,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",1,--,Apartamento
1606,545 000 €,211,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",5,4,Moradia
1607,205 000 €,95,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,1,Apartamento
1608,298 000 €,97,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,2,Apartamento
1609,149 900 €,55,"Odivelas, Póvoa de Santo Adrião e Olival Basto",1,2,Apartamento
1610,396 000 €,180,"Loures, Camarate, Unhos e Apelação",8,6,Prédio
1611,229 500 €,77,"Sintra, Massamá e Monte Abraão",2,1,Apartamento
1612,1 390 000 €,298,"Sintra, Queluz e Belas",5,5,Moradia
1613,232 500 €,76,"Odivelas, Odivelas",2,1,Apartamento
1614,350 000 €,105,"Lisboa, Olivais",4,1,Apartamento
1615,2 300 000 €,406,"Cascais, Cascais e Estoril",5,7,Moradia
1616,850 000 €,200,"Cascais, São Domingos de Rana",4,4,Moradia
1617,198 000 €,68,"Sintra, Massamá e Monte Abraão",1,1,Apartamento
1618,42 000 €,--,"Sintra, São João das Lampas e Terrugem",--,--,Terreno
1619,279 000 €,66,"Cascais, Cascais e Estoril",2,1,Apartamento
1620,289 000 €,94,"Amadora, Encosta do Sol",3,2,Apartamento
1621,449 500 €,127,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,2,Apartamento
1622,308 000 €,157,"Alenquer, Aldeia Galega da Merceana e Aldeia Gavinha",3,2,Moradia
1623,693 000 €,143,"Cascais, São Domingos de Rana",3,3,Apartamento
1624,1 350 000 €,299,"Cascais, Cascais e Estoril",2,3,Apartamento
1625,305 000 €,65,"Lisboa, Ajuda",1,1,Apartamento
1626,450 000 €,79,"Lisboa, Santa Maria Maior",--,0,Loja
1627,1 290 000 €,255,"Lisboa, Avenidas Novas",4,4,Apartamento
1628,276 000 €,90,"Lisboa, Estrela",--,--,Loja
1629,260 000 €,72,"Cascais, São Domingos de Rana",2,1,Apartamento
1630,220 000 €,86,"Odivelas, Odivelas",3,2,Apartamento
1631,555 000 €,139,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",2,3,Duplex
1632,58 000 €,64,"Azambuja, Alcoentre",1,1,Moradia
1633,190 000 €,55,"Amadora, Águas Livres",2,1,Apartamento
1634,75 000 €,--,"Cascais, Alcabideche",--,0,Terreno
1635,75 000 €,--,"Cascais, Alcabideche",--,0,Terreno
1636,60 000 €,36,"Lisboa, Parque das Nações",--,--,Garagem
1637,185 000 €,85,"Alenquer, Aldeia Galega da Merceana e Aldeia Gavinha",3,1,Moradia
1638,499 000 €,354,"Alenquer, Alenquer (Santo Estêvão e Triana)",4,4,Moradia
1639,390 000 €,75,"Lisboa, Alcântara",3,2,Apartamento
1640,565 000 €,103,"Mafra, Mafra",3,2,Apartamento
1641,337 000 €,58,"Lisboa, Campo de Ourique",2,1,Apartamento
1642,250 000 €,111,"Lisboa, Benfica",--,0,Trespasse
1643,147 200 €,72,"Azambuja, Azambuja",2,1,Apartamento
1644,277 400 €,65,"Cascais, São Domingos de Rana",2,1,Apartamento
1645,67 000 €,256,"Sobral de Monte Agraço, Sapataria",0,--,Moradia
1646,180 000 €,65,"Lisboa, Misericórdia",2,1,Apartamento
1647,174 900 €,78,"Alenquer, Alenquer (Santo Estêvão e Triana)",2,2,Apartamento
1648,260 000 €,103,"Arruda dos Vinhos, Santiago dos Velhos",2,--,Moradia
1649,79 500 €,80,"Alenquer, Olhalvo",0,0,Moradia
1650,1 390 000 €,254,"Cascais, Cascais e Estoril",3,4,Moradia
1651,195 000 €,80,"Sintra, Agualva e Mira-Sintra",2,1,Apartamento
1652,890 000 €,352,"Loures, Moscavide e Portela",6,3,Apartamento
1653,219 000 €,90,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2,Apartamento
1654,167 000 €,78,"Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras",2,2,Apartamento
1655,475 000 €,166,"Loures, Santo António dos Cavaleiros e Frielas",4,2,Apartamento
1656,210 000 €,95,"Torres Vedras, Dois Portos e Runa",2,1,Moradia
1657,2 270 000 €,347,"Cascais, Carcavelos e Parede",4,5,Apartamento
1658,99 900 €,50,"Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras",1,1,Apartamento
