,Price,Square Meters,Address,Bedrooms,Bathrooms
1171,176 000 €,97,"Sintra, Algueirão-Mem Martins",3,2
1172,2 190 000 €,181,"Cascais, Cascais e Estoril",4,0
1173,329 990 €,100,"Lisboa, Benfica",3,4
1174,1 300 000 €,166,"Cascais, Cascais e Estoril",3,3
1175,310 000 €,58,"Lisboa, Ajuda",2,1
1176,225 000 €,87,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,2
1177,162 000 €,95,"Loures, Sacavém e Prior Velho",--,--
1178,1 800 000 €,247,"Cascais, Cascais e Estoril",3,3
1179,47 000 €,1205,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",--,0
1180,2 190 000 €,244,"Cascais, Cascais e Estoril",4,4
1181,238 500 €,60,"Lisboa, Arroios",1,1
1182,140 000 €,33,"Sintra, Queluz e Belas",1,1
1183,280 000 €,111,"Odivelas, Ramada e Caneças",3,2
1184,119 900 €,48,"Setúbal, Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",0,1
1185,380 000 €,59,"Oeiras, Carnaxide e Queijas",1,1
1186,747 000 €,204,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",5,4
1187,365 000 €,72,"Lisboa, Arroios",2,1
1188,179 900 €,--,"Sintra, São João das Lampas e Terrugem",--,--
1189,250 000 €,84,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,1
1190,895 000 €,163,"Lisboa, Misericórdia",3,4
1191,155 000 €,49,"Amadora, Águas Livres",1,1
1192,200 000 €,108,"Mafra, Enxara do Bispo, Gradil e Vila Franca do Rosário",2,2
1193,350 000 €,110,"Lisboa, Santa Maria Maior",2,1
1194,1 200 000 €,163,"Cascais, Cascais e Estoril",3,3
1195,49 500 €,--,"Vila Franca de Xira, Alhandra, São João dos Montes e Calhandriz",--,0
1196,80 000 €,69,"Sintra, Agualva e Mira-Sintra",--,0
1197,145 000 €,74,"Torres Vedras, São Pedro da Cadeira",3,1
1198,280 000 €,78,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,2
1199,980 000 €,163,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",3,3
1200,360 000 €,125,"Sintra, Agualva e Mira-Sintra",3,2
1201,375 000 €,144,"Sintra, Agualva e Mira-Sintra",3,2
1202,1 080 000 €,220,"Mafra, Ericeira",4,--
1203,465 000 €,85,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",2,1
1204,950 000 €,131,"Lisboa, Lumiar",3,3
1205,1 475 000 €,2010,"Odivelas, Pontinha e Famões",--,2
1206,220 000 €,90,"Sintra, Algueirão-Mem Martins",2,1
1207,1 490 000 €,418,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",9,8
1208,259 000 €,68,"Lisboa, Marvila",2,1
1209,1 100 000 €,355,"Odivelas, Pontinha e Famões",5,4
1210,168 000 €,40,"Sintra, Massamá e Monte Abraão",1,1
1211,155 000 €,78,"Vila Franca de Xira, Alhandra, São João dos Montes e Calhandriz",2,1
1212,360 000 €,62,"Lisboa, Santo António",1,2
1213,1 390 000 €,302,"Cascais, Cascais e Estoril",4,6
1214,299 000 €,110,"Sintra, Colares",2,2
1215,67 000 €,99,"Sintra, Casal de Cambra",--,--
1216,170 000 €,88,"Sintra, Agualva e Mira-Sintra",2,--
1217,470 000 €,206,"Cascais, Cascais e Estoril",--,--
1218,699 000 €,112,"Lisboa, Santa Maria Maior",1,1
1219,450 000 €,84,"Cascais, Cascais e Estoril",3,1
1220,85 000 €,--,"Amadora, Mina de Água",--,0
1221,520 000 €,197,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",5,6
1222,159 800 €,80,"Sintra, Rio de Mouro",2,1
1223,25 500 €,8,"Lisboa, Areeiro",--,--
1224,403 000 €,82,"Lisboa, Areeiro",2,1
1225,248 000 €,127,"Alenquer, Alenquer (Santo Estêvão e Triana)",0,--
1226,49 000 €,100,"Odivelas, Odivelas",--,0
1227,314 500 €,144,"Sintra, Massamá e Monte Abraão",3,2
1228,5 260 000 €,1387,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",14,14
1229,1 190 000 €,308,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,4
1230,550 000 €,106,"Cascais, Cascais e Estoril",3,2
1231,370 000 €,86,"Lisboa, São Vicente",1,1
1232,249 000 €,254,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",5,2
1233,359 000 €,183,"Torres Vedras, Ramalhal",4,3
1234,315 000 €,46,"Lisboa, Arroios",1,1
1235,349 000 €,108,"Lisboa, Belém",3,4
1236,445 000 €,103,"Lisboa, Lumiar",3,2
1237,378 000 €,129,"Loures, Santo Antão e São Julião do Tojal",2,2
1238,2 790 000 €,450,"Cascais, Cascais e Estoril",4,6
1239,178 000 €,70,"Lisboa, Penha de França",2,1
1240,179 000 €,35,"Lisboa, Marvila",1,0
1241,850 000 €,141,"Oeiras, Porto Salvo",6,4
1242,549 000 €,126,"Lisboa, Arroios",3,2
1243,185 000 €,86,"Sintra, Rio de Mouro",2,1
1244,1 080 000 €,290,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",4,3
1245,235 000 €,89,"Sintra, Rio de Mouro",2,1
1246,1 650 000 €,197,"Cascais, Alcabideche",5,6
1247,645 000 €,63,"Cascais, Cascais e Estoril",1,1
1248,650 000 €,77,"Lisboa, Santa Maria Maior",1,2
1249,125 000 €,136,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0,2
1250,418 000 €,161,"Mafra, Santo Isidoro",3,3
1251,70 000 €,45,"Sintra, Queluz e Belas",--,1
1252,785 000 €,244,"Lisboa, Santa Maria Maior",--,--
1253,429 900 €,100,"Lisboa, São Domingos de Benfica",3,2
1254,369 900 €,85,"Lisboa, São Domingos de Benfica",2,2
1255,375 000 €,72,"Lisboa, Alcântara",1,2
1256,52 000 €,16,"Amadora, Mina de Água",--,1
1257,360 000 €,118,"Lisboa, Santa Clara",2,1
1258,280 000 €,61,"Amadora, Encosta do Sol",2,1
1259,329 000 €,150,"Sintra, Casal de Cambra",3,2
1260,2 650 000 €,296,"Lisboa, Marvila",4,5
1261,395 000 €,120,"Lisboa, Alvalade",3,0
1262,220 000 €,78,"Amadora, Mina de Água",2,1
1263,199 500 €,62,"Sintra, Queluz e Belas",2,1
1264,120 000 €,75,"Amadora, Mina de Água",--,0
1265,280 000 €,66,"Cascais, São Domingos de Rana",2,1
1266,550 000 €,163,"Lisboa, Santa Clara",2,2
1267,190 000 €,76,"Sintra, Cacém e São Marcos",2,1
1268,800 000 €,193,"Odivelas, Pontinha e Famões",4,3
1269,239 500 €,95,"Mafra, Malveira e São Miguel de Alcainça",2,1
1270,770 000 €,200,"Lisboa, São Domingos de Benfica",4,3
1271,599 000 €,118,"Oeiras, Carnaxide e Queijas",3,3
1272,270 000 €,58,"Lisboa, Campo de Ourique",1,1
1273,580 000 €,130,"Lisboa, Avenidas Novas",3,3
1274,359 900 €,130,"Cascais, São Domingos de Rana",3,2
1275,307 000 €,140,"Sintra, Massamá e Monte Abraão",3,2
1276,135 000 €,76,"Vila Franca de Xira, Vialonga",3,1
1277,146 500 €,64,"Sintra, Cacém e São Marcos",2,1
1278,32 000 €,9000,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",--,0
1279,870 000 €,227,"Lisboa, Olivais",3,3
1280,198 000 €,60,"Loures, Loures",2,1
1281,199 000 €,72,"Torres Vedras, A dos Cunhados e Maceira",2,2
1282,290 000 €,110,"Sintra, Agualva e Mira-Sintra",3,0
1283,225 000 €,282,"Sintra, Queluz e Belas",--,0
1284,950 000 €,103,"Lisboa, Olivais",4,4
1285,25 000 €,6,"Sintra, Massamá e Monte Abraão",--,0
1286,295 000 €,97,"Sintra, Massamá e Monte Abraão",4,2
1287,590 000 €,186,"Mafra, Mafra",3,3
1288,599 000 €,127,"Lisboa, Avenidas Novas",4,2
1289,205 000 €,60,"Loures, Loures",2,1
1290,420 000 €,187,"Cascais, Carcavelos e Parede",4,4
1291,59 900 €,36,"Lisboa, Alcântara",--,2
1292,480 000 €,112,"Sintra, Rio de Mouro",3,3
1293,187 000 €,77,"Sintra, Algueirão-Mem Martins",2,1
1294,770 000 €,225,"Cascais, Alcabideche",4,5
1295,102 100 €,55,"Odivelas, Pontinha e Famões",1,1
1296,200 000 €,40,"Cascais, Cascais e Estoril",1,1
1297,300 000 €,107,"Cascais, Cascais e Estoril",3,1
1298,1 200 000 €,231,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",6,6
1299,264 000 €,135,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",3,2
1300,175 000 €,59,"Loures, Santo António dos Cavaleiros e Frielas",3,1
1301,1 220 000 €,538,"Sintra, Rio de Mouro",4,4
1302,295 000 €,83,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,2
1303,430 000 €,100,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",3,1
1304,410 000 €,118,"Cascais, Cascais e Estoril",3,2
1305,300 000 €,102,"Sintra, Cacém e São Marcos",3,2
1306,875 000 €,161,"Loures, Santo Antão e São Julião do Tojal",3,4
1307,435 000 €,160,"Odivelas, Ramada e Caneças",3,2
1308,156 000 €,61,"Amadora, Mina de Água",1,1
1309,296 000 €,32,"Lisboa, Santa Maria Maior",0,1
1310,327 000 €,37,"Lisboa, Santa Maria Maior",0,1
1311,260 000 €,101,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1312,168 500 €,68,"Sintra, Cacém e São Marcos",2,1
1313,730 200 €,77,"Lisboa, Misericórdia",2,1
1314,700 500 €,72,"Lisboa, Misericórdia",2,1
1315,530 000 €,136,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,0
1316,990 000 €,155,"Cascais, Cascais e Estoril",3,3
1317,170 000 €,76,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,1
1318,288 000 €,110,"Loures, Moscavide e Portela",2,1
1319,989 000 €,211,"Cascais, Alcabideche",4,3
1320,365 000 €,85,"Lisboa, São Domingos de Benfica",4,2
1321,308 000 €,102,"Odivelas, Pontinha e Famões",3,2
1322,590 000 €,114,"Cascais, Cascais e Estoril",2,2
1323,130 000 €,76,"Lisboa, Misericórdia",--,2
1324,35 000 €,80,"Arruda dos Vinhos, Arranhó",--,0
1325,82 000 €,99,"Odivelas, Pontinha e Famões",--,1
1326,250 000 €,140,"Lisboa, Marvila",--,1
1327,135 000 €,198,"Amadora, Mina de Água",--,0
1328,450 000 €,123,"Lisboa, Penha de França",5,2
1329,379 500 €,90,"Sintra, Cacém e São Marcos",3,2
1330,218 000 €,100,"Torres Vedras, São Pedro da Cadeira",2,1
1331,159 000 €,74,"Sintra, Casal de Cambra",3,2
1332,695 000 €,138,"Lisboa, Santo António",3,2
1333,469 000 €,103,"Cascais, Carcavelos e Parede",2,2
1334,320 000 €,--,"Mafra, Santo Isidoro",--,0
1335,310 000 €,84,"Cascais, São Domingos de Rana",2,1
1336,57 500 €,163,"Vila Franca de Xira, Alhandra, São João dos Montes e Calhandriz",--,0
1337,168 500 €,80,"Sintra, Agualva e Mira-Sintra",3,1
1338,390 000 €,130,"Sintra, Rio de Mouro",4,2
1339,720 000 €,145,"Lisboa, Belém",2,2
1340,315 000 €,114,"Loures, Loures",5,3
1341,100 000 €,127,"Mafra, Enxara do Bispo, Gradil e Vila Franca do Rosário",4,1
1342,225 000 €,93,"Sintra, Queluz e Belas",2,2
1343,590 000 €,121,"Lisboa, Avenidas Novas",--,1
1344,249 900 €,60,"Lisboa, Penha de França",1,1
1345,138 000 €,69,"Azambuja, Azambuja",3,2
1346,415 000 €,124,"Oeiras, Porto Salvo",3,2
1347,1 235 000 €,170,"Lisboa, Belém",4,3
1348,65 000 €,--,"Sobral de Monte Agraço, São Quintino",--,0
1349,95 000 €,60,"Alenquer, Alenquer (Santo Estêvão e Triana)",1,1
1350,310 000 €,107,"Loures, Santo António dos Cavaleiros e Frielas",3,2
1351,225 000 €,52,"Cascais, Carcavelos e Parede",1,1
1352,300 000 €,156,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",--,0
1353,347 000 €,136,"Loures, Santo António dos Cavaleiros e Frielas",5,0
1354,227 000 €,52,"Lisboa, Arroios",0,1
1355,224 000 €,70,"Sintra, Cacém e São Marcos",2,1
1356,385 000 €,100,"Lisboa, Campolide",3,2
1357,60 000 €,--,"Sobral de Monte Agraço, São Quintino",--,0
1358,190 000 €,84,"Sintra, Cacém e São Marcos",2,1
1359,119 000 €,54,"Amadora, Águas Livres",1,1
1360,80 000 €,--,"Vila Franca de Xira, Vialonga",--,0
1361,190 500 €,87,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,1
1362,205 000 €,84,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,1
1363,185 000 €,70,"Sintra, Algueirão-Mem Martins",2,1
1364,399 000 €,191,"Lourinhã, Lourinhã e Atalaia",4,3
1365,1 440 000 €,355,"Lisboa, Arroios",--,0
1366,145 000 €,59,"Amadora, Mina de Água",2,1
1367,262 500 €,78,"Lisboa, Santo António",2,1
1368,155 000 €,39,"Lisboa, Santo António",2,1
1369,310 000 €,47,"Lisboa, Avenidas Novas",0,--
1370,129 000 €,79,"Alenquer, Carregado e Cadafais",2,1
1371,162 000 €,170,"Alenquer, Alenquer (Santo Estêvão e Triana)",4,--
1372,1 590 000 €,155,"Cascais, Alcabideche",3,5
1373,1 670 000 €,170,"Cascais, Alcabideche",3,5
1374,417 000 €,86,"Lisboa, Lumiar",2,2
1375,270 000 €,96,"Mafra, Santo Isidoro",2,2
1376,205 000 €,57,"Lisboa, Lumiar",2,0
1377,120 000 €,40,"Lisboa, Ajuda",--,1
1378,1 670 000 €,258,"Lisboa, Marvila",5,3
1379,192 000 €,65,"Odivelas, Ramada e Caneças",2,1
1380,160 000 €,81,"Sintra, Algueirão-Mem Martins",2,1
1381,420 000 €,95,"Lisboa, Lumiar",3,2
1382,798 500 €,160,"Lisboa, Belém",5,3
1383,195 000 €,96,"Sintra, Agualva e Mira-Sintra",3,1
1384,335 000 €,213,"Mafra, Malveira e São Miguel de Alcainça",3,2
1385,550 000 €,129,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,2
1386,179 900 €,53,"Odivelas, Pontinha e Famões",2,1
1387,595 000 €,110,"Lisboa, Campolide",3,2
1388,142 000 €,134,"Arruda dos Vinhos, Santiago dos Velhos",2,1
1389,349 500 €,188,"Cascais, Alcabideche",--,1
1390,110 000 €,48,"Lisboa, Penha de França",--,1
1391,175 000 €,79,"Odivelas, Odivelas",2,1
1392,45 000 €,--,"Azambuja, Azambuja",--,0
1393,380 000 €,97,"Cascais, São Domingos de Rana",2,2
1394,279 000 €,135,"Vila Franca de Xira, Vialonga",3,2
1395,320 000 €,122,"Cascais, São Domingos de Rana",1,1
1396,1 190 000 €,311,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,4
1397,347 000 €,96,"Loures, Santo António dos Cavaleiros e Frielas",3,2
1398,995 000 €,227,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,3
1399,471 000 €,174,"Lisboa, Arroios",--,1
1400,435 000 €,90,"Lisboa, Carnide",4,4
1401,110 000 €,93,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",--,1
1402,395 000 €,90,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,2
1403,298 000 €,92,"Cascais, São Domingos de Rana",3,2
1404,230 000 €,86,"Amadora, Mina de Água",2,1
1405,1 440 000 €,331,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,3
1406,257 000 €,80,"Lisboa, Estrela",--,--
1407,1 395 000 €,162,"Lisboa, Parque das Nações",4,3
1408,730 000 €,276,"Lisboa, São Vicente",0,1
1409,1 050 000 €,135,"Lisboa, Avenidas Novas",2,2
1410,100 000 €,515,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",--,0
1411,529 000 €,181,"Mafra, Venda do Pinheiro e Santo Estêvão das Galés",4,3
1412,250 000 €,60,"Lisboa, Penha de França",1,1
1413,76 000 €,2400,"Torres Vedras, Carvoeira e Carmões",--,0
1414,900 000 €,34,"Mafra, Encarnação",2,1
1415,270 000 €,80,"Odivelas, Odivelas",3,2
1416,1 299 000 €,138,"Cascais, Cascais e Estoril",2,3
1417,395 000 €,110,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",3,2
1418,1 285 000 €,219,"Cascais, Cascais e Estoril",5,4
1419,270 000 €,50,"Lisboa, Campolide",1,1
1420,170 000 €,56,"Odivelas, Pontinha e Famões",2,1
1421,1 250 000 €,140,"Lisboa, Campolide",2,3
1422,125 000 €,--,"Arruda dos Vinhos, Arruda dos Vinhos",--,0
1423,1 300 000 €,202,"Lisboa, Santa Maria Maior",3,2
1424,314 500 €,145,"Sintra, Massamá e Monte Abraão",4,2
1425,199 000 €,59,"Amadora, Venteira",2,1
1426,233 000 €,64,"Amadora, Águas Livres",2,1
1427,72 000 €,56,"Alenquer, Olhalvo",2,1
1428,195 000 €,46,"Lisboa, São Domingos de Benfica",1,0
1429,176 000 €,71,"Loures, Santo António dos Cavaleiros e Frielas",2,1
1430,52 000 €,--,"Vila Franca de Xira, Alhandra, São João dos Montes e Calhandriz",--,0
1431,775 000 €,185,"Lisboa, São Domingos de Benfica",4,3
1432,615 000 €,164,"Sintra, Queluz e Belas",3,3
1433,135 000 €,79,"Alenquer, Ota",2,0
1434,25 000 €,1120,"Sintra, São João das Lampas e Terrugem",--,0
1435,42 500 €,--,"Azambuja, Aveiras de Cima",--,0
1436,186 000 €,100,"Sintra, Massamá e Monte Abraão",2,1
1437,145 000 €,54,"Sintra, Cacém e São Marcos",1,--
1438,260 000 €,160,"Torres Vedras, Campelos e Outeiro da Cabeça",3,2
1439,90 000 €,360,"Cadaval, Lamas e Cercal",--,0
1440,137 500 €,96,"Mafra, Igreja Nova e Cheleiros",3,4
1441,26 500 €,80,"Sintra, Rio de Mouro",--,0
1442,239 000 €,88,"Odivelas, Póvoa de Santo Adrião e Olival Basto",3,1
1443,217 500 €,89,"Sintra, Massamá e Monte Abraão",3,2
1444,163 000 €,90,"Azambuja, Alcoentre",2,2
1445,495 000 €,166,"Mafra, Mafra",3,3
1446,165 000 €,65,"Sintra, Queluz e Belas",2,2
1447,700 000 €,507,"Odivelas, Ramada e Caneças",5,5
1448,225 000 €,83,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",2,1
1449,1 425 000 €,156,"Lisboa, Santo António",3,3
1450,60 000 €,86,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",--,1
1451,210 000 €,73,"Lisboa, Olivais",2,1
1452,3 380 000 €,1100,"Cascais, Cascais e Estoril",15,20
1453,170 000 €,116,"Alenquer, Carregado e Cadafais",3,2
1454,230 000 €,90,"Loures, Loures",2,1
1455,115 000 €,66,"Sintra, Cacém e São Marcos",2,1
1456,60 000 €,4400,"Sintra, São João das Lampas e Terrugem",--,0
1457,900 000 €,365,"Lisboa, Misericórdia",10,5
1458,480 000 €,790,"Loures, Camarate, Unhos e Apelação",5,0
1459,387 500 €,82,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,2
1460,339 000 €,119,"Loures, Santo António dos Cavaleiros e Frielas",3,2
1461,420 000 €,92,"Lisboa, Alcântara",2,2
1462,998 000 €,88,"Cascais, Cascais e Estoril",2,3
1463,220 000 €,36883,"Cadaval, Vilar",--,0
1464,1 190 000 €,120,"Lisboa, Avenidas Novas",3,3
1465,240 000 €,95,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",3,2
1466,445 000 €,89,"Mafra, Ericeira",2,1
1467,169 000 €,85,"Sintra, Algueirão-Mem Martins",2,1
1468,270 000 €,119,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,2
1469,139 900 €,66,"Sintra, Rio de Mouro",1,1
1470,329 000 €,120,"Loures, Sacavém e Prior Velho",3,2
1471,595 000 €,116,"Lisboa, Alcântara",3,2
1472,340 000 €,113,"Amadora, Águas Livres",3,2
1473,260 000 €,78,"Amadora, Encosta do Sol",2,1
1474,260 000 €,72,"Lisboa, Carnide",--,1
1475,160 000 €,69,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",2,1
1476,590 000 €,136,"Mafra, Ericeira",2,3
1477,355 000 €,111,"Cascais, São Domingos de Rana",2,2
1478,269 000 €,92,"Amadora, Encosta do Sol",3,2
1479,160 000 €,55,"Cascais, São Domingos de Rana",1,1
1480,250 000 €,79,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,2
1481,385 000 €,74,"Cascais, Cascais e Estoril",1,2
1482,920 000 €,278,"Cascais, Carcavelos e Parede",4,4
1483,210 000 €,91,"Sintra, Rio de Mouro",2,1
1484,59 000 €,30,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",2,1
1485,95 000 €,26,"Lisboa, Carnide",--,0
1486,260 000 €,80,"Sintra, Agualva e Mira-Sintra",2,1
1487,420 000 €,70,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,1
1488,495 000 €,136,"Lisboa, Parque das Nações",--,1
1489,208 000 €,148,"Sintra, Agualva e Mira-Sintra",4,2
1490,1 400 000 €,153,"Cascais, Cascais e Estoril",3,4
1491,686 808 €,117,"Cascais, Carcavelos e Parede",2,3
1492,686 808 €,117,"Cascais, Carcavelos e Parede",2,3
1493,686 808 €,117,"Cascais, Carcavelos e Parede",2,3
1494,738 736 €,121,"Cascais, Carcavelos e Parede",2,3
1495,464 673 €,76,"Cascais, Carcavelos e Parede",1,2
1496,551 922 €,89,"Cascais, Carcavelos e Parede",1,2
1497,495 000 €,150,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,0
1498,649 000 €,586,"Lisboa, Benfica",--,2
1499,449 500 €,--,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",6,8
1500,449 000 €,128,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,2
1501,115 000 €,94,"Alenquer, Ventosa",2,2
1502,459 000 €,77,"Lisboa, Parque das Nações",2,1
1503,950 000 €,--,"Azambuja, Azambuja",--,0
1504,495 000 €,68,"Cascais, São Domingos de Rana",2,2
1505,171 000 €,79,"Sintra, Algueirão-Mem Martins",2,1
1506,157 500 €,54,"Cascais, Carcavelos e Parede",--,2
1507,650 000 €,183,"Cascais, São Domingos de Rana",4,4
1508,115 000 €,--,"Cascais, São Domingos de Rana",--,0
1509,365 000 €,47,"Lisboa, Avenidas Novas",1,1
1510,450 000 €,--,"Sintra, Cacém e São Marcos",--,0
1511,210 000 €,132,"Sintra, Algueirão-Mem Martins",3,2
1512,595 000 €,150,"Lisboa, Arroios",5,2
1513,139 000 €,64,"Amadora, Encosta do Sol",2,1
1514,265 000 €,46,"Lisboa, São Vicente",1,1
1515,179 500 €,87,"Sintra, Agualva e Mira-Sintra",2,1
1516,660 000 €,122,"Lisboa, Alvalade",3,2
1517,245 000 €,91,"Sintra, Algueirão-Mem Martins",2,1
1518,395 000 €,73,"Lisboa, São Domingos de Benfica",1,1
1519,52 500 €,--,"Mafra, Santo Isidoro",--,0
1520,615 000 €,130,"Lisboa, Penha de França",3,2
1521,172 500 €,42,"Amadora, Águas Livres",1,1
1522,347 500 €,82,"Oeiras, Barcarena",4,2
1523,155 000 €,59,"Sintra, Cacém e São Marcos",1,1
1524,85 000 €,121,"Torres Vedras, Carvoeira e Carmões",3,1
1525,160 000 €,76,"Amadora, Falagueira - Venda Nova",2,1
1526,899 000 €,165,"Cascais, Carcavelos e Parede",4,4
1527,325 000 €,94,"Cascais, Cascais e Estoril",3,2
1528,400 000 €,123,"Mafra, Ericeira",2,2
1529,155 000 €,67,"Mafra, Milharado",2,1
1530,170 000 €,67,"Sintra, Rio de Mouro",2,1
1531,640 000 €,506,"Oeiras, Carnaxide e Queijas",5,3
1532,398 000 €,237,"Vila Franca de Xira, Vila Franca de Xira",3,3
1533,259 000 €,112,"Mafra, Venda do Pinheiro e Santo Estêvão das Galés",2,2
1534,790 000 €,147,"Lisboa, Parque das Nações",3,3
1535,185 000 €,77,"Sintra, Queluz e Belas",2,1
1536,80 000 €,80,"Cadaval, Vilar",3,2
1537,289 900 €,158,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",3,2
1538,140 000 €,116,"Azambuja, Azambuja",3,2
1539,3 980 000 €,465,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",6,5
1540,340 000 €,75,"Cascais, São Domingos de Rana",2,1
1541,350 000 €,155,"Sintra, Queluz e Belas",3,3
1542,750 000 €,273,"Loures, Loures",4,3
1543,390 000 €,105,"Lisboa, Lumiar",4,2
1544,815 000 €,136,"Lisboa, Santa Maria Maior",2,2
1545,80 000 €,--,"Loures, Loures",--,0
1546,285 000 €,142,"Sintra, Rio de Mouro",3,3
1547,450 000 €,329,"Odivelas, Pontinha e Famões",--,0
1548,216 000 €,112,"Vila Franca de Xira, Vila Franca de Xira",3,2
1549,348 000 €,148,"Cascais, São Domingos de Rana",2,1
1550,340 000 €,508,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",--,--
1551,380 000 €,88,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,2
1552,450 000 €,93,"Cascais, Carcavelos e Parede",2,2
1553,420 000 €,140,"Lisboa, Santa Clara",3,3
1554,620 000 €,181,"Sintra, Casal de Cambra",4,3
1555,399 000 €,158,"Lisboa, Santa Maria Maior",6,4
1556,229 000 €,133,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",3,2
1557,225 000 €,106,"Sintra, Agualva e Mira-Sintra",3,2
1558,215 000 €,67,"Odivelas, Odivelas",2,2
1559,1 440 000 €,330,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,3
1560,367 000 €,79,"Lisboa, Campo de Ourique",3,1
1561,219 500 €,340,"Torres Vedras, Turcifal",6,1
1562,1 750 000 €,260,"Cascais, Cascais e Estoril",4,5
1563,550 000 €,135,"Lisboa, Olivais",4,2
1564,3 100 000 €,1928,"Lisboa, Beato",--,0
1565,465 000 €,116,"Lisboa, Avenidas Novas",3,2
1566,650 000 €,217,"Sintra, São João das Lampas e Terrugem",4,4
1567,419 000 €,154,"Oeiras, Carnaxide e Queijas",5,3
1568,1 700 000 €,332,"Cascais, Cascais e Estoril",6,6
1569,530 000 €,163,"Odivelas, Odivelas",3,2
1570,595 000 €,185,"Odivelas, Ramada e Caneças",3,3
1571,115 000 €,41,"Amadora, Venteira",1,1
1572,545 000 €,180,"Lisboa, Alvalade",--,2
1573,300 000 €,--,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",--,0
1574,60 000 €,297,"Vila Franca de Xira, Vialonga",0,0
1575,1 800 000 €,215,"Lisboa, Santa Maria Maior",3,0
1576,499 900 €,157,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",4,2
1577,187 500 €,66,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,1
1578,49 500 €,45,"Sintra, Queluz e Belas",--,1
