,Price,Square Meters,Address,Bedrooms,Bathrooms
1579,87 000 €,--,"Mafra, Igreja Nova e Cheleiros",--,0
1580,570 000 €,107,"Cascais, Alcabideche",2,2
1581,277 000 €,63,"Lisboa, Arroios",2,1
1582,150 000 €,212,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0,1
1583,150 000 €,202,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0,1
1584,275 000 €,132,"Torres Vedras, Campelos e Outeiro da Cabeça",3,2
1585,850 000 €,295,"Odivelas, Odivelas",--,1
1586,270 000 €,99,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",3,4
1587,795 000 €,173,"Mafra, Mafra",4,4
1588,2 400 000 €,684,"Lisboa, Arroios",12,10
1589,430 000 €,128,"Cascais, São Domingos de Rana",3,2
1590,3 200 000 €,2495,"Cascais, Alcabideche",--,--
1591,135 000 €,46,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",1,--
1592,545 000 €,211,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",5,4
1593,205 000 €,95,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,1
1594,298 000 €,97,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,2
1595,149 900 €,55,"Odivelas, Póvoa de Santo Adrião e Olival Basto",1,2
1596,396 000 €,180,"Loures, Camarate, Unhos e Apelação",8,6
1597,229 500 €,77,"Sintra, Massamá e Monte Abraão",2,1
1598,1 390 000 €,298,"Sintra, Queluz e Belas",5,5
1599,232 500 €,76,"Odivelas, Odivelas",2,1
1600,350 000 €,105,"Lisboa, Olivais",4,1
1601,2 300 000 €,406,"Cascais, Cascais e Estoril",5,7
1602,850 000 €,200,"Cascais, São Domingos de Rana",4,4
1603,198 000 €,68,"Sintra, Massamá e Monte Abraão",1,1
1604,42 000 €,--,"Sintra, São João das Lampas e Terrugem",--,--
1605,279 000 €,66,"Cascais, Cascais e Estoril",2,1
1606,289 000 €,94,"Amadora, Encosta do Sol",3,2
1607,449 500 €,127,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,2
1608,308 000 €,157,"Alenquer, Aldeia Galega da Merceana e Aldeia Gavinha",3,2
1609,693 000 €,143,"Cascais, São Domingos de Rana",3,3
1610,1 350 000 €,299,"Cascais, Cascais e Estoril",2,3
1611,305 000 €,65,"Lisboa, Ajuda",1,1
1612,450 000 €,79,"Lisboa, Santa Maria Maior",--,0
1613,1 290 000 €,255,"Lisboa, Avenidas Novas",4,4
1614,276 000 €,90,"Lisboa, Estrela",--,--
1615,260 000 €,72,"Cascais, São Domingos de Rana",2,1
1616,220 000 €,86,"Odivelas, Odivelas",3,2
1617,555 000 €,139,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",2,3
1618,58 000 €,64,"Azambuja, Alcoentre",1,1
1619,190 000 €,55,"Amadora, Águas Livres",2,1
1620,75 000 €,--,"Cascais, Alcabideche",--,0
1621,75 000 €,--,"Cascais, Alcabideche",--,0
1622,60 000 €,36,"Lisboa, Parque das Nações",--,--
1623,185 000 €,85,"Alenquer, Aldeia Galega da Merceana e Aldeia Gavinha",3,1
1624,499 000 €,354,"Alenquer, Alenquer (Santo Estêvão e Triana)",4,4
1625,390 000 €,75,"Lisboa, Alcântara",3,2
1626,565 000 €,103,"Mafra, Mafra",3,2
1627,337 000 €,58,"Lisboa, Campo de Ourique",2,1
1628,250 000 €,111,"Lisboa, Benfica",--,0
1629,147 200 €,72,"Azambuja, Azambuja",2,1
1630,277 400 €,65,"Cascais, São Domingos de Rana",2,1
1631,67 000 €,256,"Sobral de Monte Agraço, Sapataria",0,--
1632,180 000 €,65,"Lisboa, Misericórdia",2,1
1633,174 900 €,78,"Alenquer, Alenquer (Santo Estêvão e Triana)",2,2
1634,260 000 €,103,"Arruda dos Vinhos, Santiago dos Velhos",2,--
1635,79 500 €,80,"Alenquer, Olhalvo",0,0
1636,1 390 000 €,254,"Cascais, Cascais e Estoril",3,4
1637,195 000 €,80,"Sintra, Agualva e Mira-Sintra",2,1
1638,219 000 €,90,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1639,167 000 €,78,"Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras",2,2
1640,475 000 €,166,"Loures, Santo António dos Cavaleiros e Frielas",4,2
1641,210 000 €,95,"Torres Vedras, Dois Portos e Runa",2,1
1642,2 270 000 €,347,"Cascais, Carcavelos e Parede",4,5
1643,99 900 €,50,"Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras",1,1
1644,46 000 €,--,"Mafra, Encarnação",--,0
1645,170 000 €,96,"Cadaval, Peral",3,2
1646,79 000 €,--,"Mafra, Encarnação",--,0
1647,340 000 €,157,"Lisboa, Arroios",5,1
1648,280 000 €,126,"Mafra, Milharado",2,2
1649,1 350 000 €,127,"Cascais, Carcavelos e Parede",3,4
1650,695 000 €,166,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",4,3
1651,395 000 €,96,"Lisboa, Campo de Ourique",2,2
1652,295 000 €,270,"Alenquer, Alenquer (Santo Estêvão e Triana)",3,2
1653,248 590 €,27,"Lisboa, Santo António",1,1
1654,54 900 €,18,"Amadora, Falagueira - Venda Nova",--,1
1655,179 000 €,69,"Sintra, Agualva e Mira-Sintra",2,1
1656,159 500 €,198,"Alenquer, Carregado e Cadafais",0,1
1657,2 050 000 €,--,"Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras",--,0
1658,285 000 €,86,"Oeiras, Carnaxide e Queijas",3,1
1659,750 000 €,82,"Lisboa, Arroios",2,2
1660,275 000 €,46,"Lisboa, Campo de Ourique",1,1
1661,349 000 €,125,"Lisboa, São Vicente",3,2
1662,75 000 €,75,"Alenquer, Meca",2,1
1663,15 000 €,5,"Lisboa, Penha de França",--,--
1664,190 000 €,92,"Amadora, Venteira",3,1
1665,40 000 €,100,"Alenquer, Ventosa",3,1
1666,47 000 €,--,"Arruda dos Vinhos, Arruda dos Vinhos",--,0
1667,170 000 €,51,"Loures, Moscavide e Portela",--,1
1668,230 000 €,90,"Sobral de Monte Agraço, Sobral de Monte Agraço",3,2
1669,437 100 €,142,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",4,2
1670,215 000 €,43,"Lisboa, Penha de França",1,1
1671,298 000 €,75,"Lisboa, Olivais",2,2
1672,151 000 €,101,"Alenquer, Ribafria e Pereiro de Palhacana",1,2
1673,265 000 €,47,"Lisboa, São Domingos de Benfica",1,1
1674,249 999 €,103,"Amadora, Mina de Água",3,2
1675,395 000 €,113,"Lisboa, Penha de França",5,2
1676,165 000 €,74,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,1
1677,250 000 €,133,"Sintra, Agualva e Mira-Sintra",2,1
1678,1 090 000 €,150,"Cascais, Cascais e Estoril",5,4
1679,224 900 €,86,"Vila Franca de Xira, Vialonga",2,1
1680,39 000 €,40,"Lisboa, Penha de França",--,1
1681,250 000 €,57,"Lisboa, Santa Maria Maior",1,1
1682,75 000 €,20,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",--,1
1683,800 000 €,78,"Lisboa, Santa Maria Maior",1,1
1684,159 000 €,75,"Sintra, Rio de Mouro",2,1
1685,3 200 000 €,483,"Cascais, Cascais e Estoril",7,8
1686,159 000 €,51,"Loures, Santo António dos Cavaleiros e Frielas",2,1
1687,37 000 €,43,"Sintra, Queluz e Belas",--,0
1688,133 000 €,48,"Alenquer, Ribafria e Pereiro de Palhacana",2,2
1689,390 000 €,111,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,2
1690,1 240 000 €,259,"Sintra, Colares",4,3
1691,448 000 €,100,"Lisboa, Ajuda",3,2
1692,472 500 €,59,"Lisboa, Parque das Nações",1,1
1693,1 149 000 €,310,"Oeiras, Barcarena",4,4
1694,360 000 €,122,"Odivelas, Odivelas",4,0
1695,1 890 000 €,315,"Cascais, Cascais e Estoril",4,5
1696,199 000 €,130,"Torres Vedras, Freiria",3,3
1697,450 000 €,103,"Cascais, São Domingos de Rana",3,2
1698,1 190 000 €,144,"Lisboa, Santo António",3,3
1699,649 000 €,231,"Mafra, Santo Isidoro",4,3
1700,195 000 €,110,"Torres Vedras, A dos Cunhados e Maceira",3,2
1701,289 000 €,126,"Odivelas, Odivelas",3,2
1702,230 000 €,68,"Oeiras, Porto Salvo",2,1
1703,810 000 €,180,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",5,4
1704,730 000 €,145,"Oeiras, Carnaxide e Queijas",3,3
1705,649 000 €,118,"Lisboa, São Domingos de Benfica",2,2
1706,615 000 €,134,"Oeiras, Carnaxide e Queijas",2,3
1707,149 200 €,58,"Sintra, Queluz e Belas",1,1
1708,710 000 €,170,"Oeiras, Carnaxide e Queijas",3,3
1709,148 000 €,52,"Amadora, Mina de Água",2,1
1710,405 000 €,126,"Sintra, Massamá e Monte Abraão",3,2
1711,287 000 €,150,"Torres Vedras, Silveira",2,4
1712,166 000 €,198,"Alenquer, Carregado e Cadafais",3,2
1713,185 000 €,78,"Sintra, Massamá e Monte Abraão",1,1
1714,577 000 €,173,"Sintra, Queluz e Belas",3,2
1715,585 000 €,141,"Oeiras, Carnaxide e Queijas",2,2
1716,690 000 €,319,"Cascais, São Domingos de Rana",3,3
1717,174 700 €,69,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,1
1718,427 000 €,630,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",1,1
1719,825 000 €,314,"Sintra, São João das Lampas e Terrugem",4,5
1720,825 000 €,298,"Sintra, São João das Lampas e Terrugem",4,3
1721,690 000 €,170,"Oeiras, Carnaxide e Queijas",3,3
1722,750 000 €,366,"Cascais, Alcabideche",5,3
1723,565 000 €,99,"Lisboa, Alvalade",4,1
1724,575 000 €,141,"Oeiras, Carnaxide e Queijas",2,2
1725,550 000 €,141,"Oeiras, Carnaxide e Queijas",2,2
1726,137 500 €,57,"Sintra, Cacém e São Marcos",1,1
1727,455 000 €,--,"Arruda dos Vinhos, Arruda dos Vinhos",--,0
1728,575 000 €,125,"Oeiras, Carnaxide e Queijas",2,2
1729,260 000 €,87,"Odivelas, Odivelas",3,2
1730,365 000 €,129,"Amadora, Venteira",3,2
1731,880 000 €,734,"Amadora, Falagueira - Venda Nova",--,0
1732,28 000 €,300,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",--,0
1733,420 000 €,120,"Lisboa, Santo António",5,1
1734,399 000 €,110,"Lisboa, Arroios",3,2
1735,355 000 €,307,"Loures, Moscavide e Portela",--,0
1736,56 000 €,--,"Azambuja, Alcoentre",--,0
1737,139 000 €,75,"Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães",2,1
1738,175 000 €,104,"Vila Franca de Xira, Vila Franca de Xira",3,2
1739,450 000 €,83,"Cascais, Carcavelos e Parede",2,2
1740,200 000 €,80,"Sintra, Agualva e Mira-Sintra",3,2
1741,498 000 €,100,"Cascais, Cascais e Estoril",2,2
1742,2 650 000 €,265,"Lisboa, Santo António",4,4
1743,4 900 000 €,420,"Cascais, Cascais e Estoril",6,7
1744,849 000 €,185,"Lisboa, Santo António",3,2
1745,1 100 000 €,161,"Loures, Santo Antão e São Julião do Tojal",4,4
1746,435 000 €,142,"Sintra, Cacém e São Marcos",4,3
1747,416 000 €,106,"Cascais, Cascais e Estoril",3,2
1748,180 000 €,726,"Lisboa, Estrela",--,0
1749,350 000 €,91,"Lisboa, Misericórdia",1,1
1750,465 000 €,118,"Oeiras, Carnaxide e Queijas",2,2
1751,449 000 €,66,"Lisboa, Campolide",1,1
1752,595 000 €,108,"Cascais, São Domingos de Rana",3,3
1753,229 000 €,90,"Loures, Loures",2,1
1754,477 000 €,357,"Cascais, Alcabideche",--,3
1755,270 000 €,68,"Odivelas, Póvoa de Santo Adrião e Olival Basto",3,2
1756,850 000 €,141,"Lisboa, Lumiar",3,3
1757,278 000 €,94,"Sintra, Massamá e Monte Abraão",2,2
1758,145 000 €,76,"Vila Franca de Xira, Vila Franca de Xira",2,1
1759,595 000 €,98,"Lisboa, Misericórdia",1,2
1760,55 000 €,300,"Amadora, Mina de Água",--,0
1761,280 000 €,123,"Amadora, Águas Livres",3,2
1762,2 960 000 €,--,"Cascais, Alcabideche",--,0
1763,198 000 €,114,"Cadaval, Vilar",2,2
1764,895 000 €,145,"Lisboa, Misericórdia",3,2
1765,650 000 €,118,"Lisboa, Lumiar",3,2
1766,249 500 €,109,"Sintra, Massamá e Monte Abraão",2,1
1767,680 000 €,144,"Lisboa, Alvalade",5,2
1768,980 000 €,190,"Cascais, Carcavelos e Parede",3,3
1769,799 000 €,195,"Oeiras, Porto Salvo",5,4
1770,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1771,194 900 €,71,"Odivelas, Odivelas",2,1
1772,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1773,6 000 000 €,0,"Cascais, Cascais e Estoril",0,0
1774,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1775,450 000 €,87,"Cascais, Cascais e Estoril",2,1
1776,380 000 €,99,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,2
1777,635 000 €,153,"Lisboa, Benfica",3,3
1778,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1779,480 000 €,88,"Lisboa, Olivais",2,2
1780,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1781,549 000 €,103,"Lisboa, Campolide",3,2
1782,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1783,1 695 000 €,149,"Cascais, Cascais e Estoril",3,3
1784,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1785,598 000 €,305,"Vila Franca de Xira, Alhandra, São João dos Montes e Calhandriz",6,3
1786,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1787,155 000 €,71,"Amadora, Águas Livres",1,1
1788,235 000 €,94,"Lisboa, Santa Clara",2,1
1789,444 013 €,122,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",2,2
1790,680 000 €,146,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,3
1791,390 450 €,126,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",2,2
1792,380 000 €,93,"Lisboa, São Vicente",3,1
1793,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1794,1 990 000 €,213,"Cascais, Cascais e Estoril",3,4
1795,395 000 €,54,"Lisboa, Avenidas Novas",1,1
1796,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1797,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1798,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1799,740 000 €,182,"Lisboa, Lumiar",3,3
1800,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1801,2 350 000 €,191,"Cascais, Cascais e Estoril",4,4
1802,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1803,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1804,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1805,390 450 €,122,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",2,2
1806,430 000 €,253,"Lourinhã, Santa Bárbara",3,2
1807,275 000 €,66,"Lisboa, Santa Maria Maior",2,1
1808,1 100 000 €,320,"Cascais, Cascais e Estoril",4,3
1809,305 000 €,116,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,0
1810,540 000 €,180,"Sintra, Queluz e Belas",4,3
1811,210 000 €,95,"Sintra, Cacém e São Marcos",3,2
1812,975 000 €,560,"Cascais, São Domingos de Rana",--,0
1813,915 000 €,112,"Cascais, Cascais e Estoril",3,3
1814,45 000 €,400,"Lourinhã, São Bartolomeu dos Galegos e Moledo",--,0
1815,650 000 €,238,"Cascais, Alcabideche",4,3
1816,260 000 €,320,"Cadaval, Cadaval e Pêro Moniz",7,5
1817,390 450 €,122,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",2,2
1818,360 000 €,65,"Lisboa, São Domingos de Benfica",2,1
1819,684 000 €,130,"Lisboa, Campolide",2,3
1820,212 000 €,50,"Lisboa, Olivais",2,1
1821,197 000 €,65,"Amadora, Águas Livres",2,1
1822,1 050 000 €,215,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",6,4
1823,320 000 €,80,"Lisboa, Olivais",3,1
1824,169 900 €,65,"Sintra, Queluz e Belas",2,1
1825,179 900 €,98,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",3,1
1826,165 000 €,71,"Sintra, Massamá e Monte Abraão",2,1
1827,122 500 €,43,"Torres Vedras, A dos Cunhados e Maceira",1,1
1828,300 000 €,182,"Amadora, Águas Livres",5,2
1829,99 800 €,100,"Amadora, Mina de Água",--,1
1830,255 000 €,64,"Cascais, Cascais e Estoril",1,1
1831,300 000 €,41,"Lisboa, Arroios",1,1
1832,1 020 000 €,286,"Lisboa, Parque das Nações",4,3
1833,375 000 €,275,"Mafra, Santo Isidoro",3,2
1834,235 000 €,--,"Alenquer, Aldeia Galega da Merceana e Aldeia Gavinha",--,0
1835,225 000 €,66,"Lisboa, Lumiar",2,1
1836,120 000 €,35,"Amadora, Venteira",0,1
1837,380 000 €,76,"Lisboa, Lumiar",1,1
1838,380 000 €,76,"Lisboa, Lumiar",1,1
1839,580 000 €,116,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",--,2
1840,79 950 €,80,"Santarém, Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau)",--,2
1841,450 000 €,192,"Sintra, Rio de Mouro",4,4
1842,1 547 000 €,336,"Mafra, Ericeira",6,7
1843,1 498 000 €,299,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",5,4
1844,1 570 000 €,336,"Mafra, Ericeira",5,6
1845,135 000 €,50,"Sintra, Queluz e Belas",1,1
1846,697 000 €,162,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",4,5
1847,150 000 €,--,"Cascais, São Domingos de Rana",--,0
1848,589 500 €,136,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",4,3
1849,170 000 €,81,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",2,2
1850,11 000 €,--,"Azambuja, Manique do Intendente, Vila Nova de São Pedro e Maçussa",--,--
1851,99 000 €,210,"Lisboa, Avenidas Novas",--,3
1852,390 000 €,140,"Sintra, Queluz e Belas",3,2
1853,190 000 €,82,"Sobral de Monte Agraço, Sobral de Monte Agraço",2,1
1854,295 000 €,--,"Mafra, Santo Isidoro",--,0
1855,99 000 €,210,"Lisboa, Avenidas Novas",--,3
1856,110 000 €,80,"Odivelas, Pontinha e Famões",--,2
1857,450 000 €,79,"Cascais, Alcabideche",2,2
1858,70 000 €,81,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",--,1
1859,659 000 €,192,"Odivelas, Pontinha e Famões",4,0
1860,164 900 €,65,"Sintra, Cacém e São Marcos",1,1
1861,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1862,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1863,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1864,199 000 €,55,"Alenquer, Alenquer (Santo Estêvão e Triana)",3,2
1865,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1866,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1867,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1868,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1869,285 000 €,--,"Sintra, Rio de Mouro",--,0
1870,248 000 €,71,"Lisboa, Marvila",2,1
1871,169 000 €,48,"Oeiras, Carnaxide e Queijas",1,1
1872,190 000 €,69,"Odivelas, Odivelas",2,1
1873,440 000 €,147,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",3,2
1874,390 450 €,122,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",2,2
1875,414 640 €,126,"Vila Franca de Xira, Alverca do Ribatejo e Sobralinho",2,2
1876,240 000 €,84,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,2
1877,252 000 €,89,"Cascais, Alcabideche",2,3
1878,215 000 €,182,"Oeiras, Barcarena",--,2
1879,920 000 €,146,"Lisboa, Avenidas Novas",2,2
1880,150 000 €,65,"Sintra, Rio de Mouro",2,1
1881,380 000 €,79,"Oeiras, Porto Salvo",3,2
1882,65 000 €,310,"Torres Vedras, Campelos e Outeiro da Cabeça",--,0
1883,380 000 €,80,"Odivelas, Odivelas",2,1
1884,620 000 €,122,"Lisboa, Arroios",3,2
1885,495 000 €,128,"Oeiras, Carnaxide e Queijas",3,2
1886,6 900 000 €,690,"Lisboa, Belém",6,5
1887,1 075 000 €,189,"Mafra, Ericeira",4,3
1888,490 000 €,90,"Cascais, Cascais e Estoril",2,1
1889,178 000 €,79,"Amadora, Falagueira - Venda Nova",2,1
1890,647 000 €,115,"Lisboa, Areeiro",4,2
1891,225 000 €,110,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,2
1892,1 850 000 €,362,"Lisboa, Belém",6,7
1893,575 000 €,143,"Sintra, Algueirão-Mem Martins",5,2
1894,275 000 €,183,"Lourinhã, Lourinhã e Atalaia",3,3
1895,189 000 €,320,"Cadaval, Cadaval e Pêro Moniz",3,2
1896,160 000 €,58,"Amadora, Encosta do Sol",2,1
1897,199 500 €,83,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,1
1898,2 500 000 €,492,"Lisboa, São Vicente",--,2
1899,2 100 000 €,366,"Cascais, Cascais e Estoril",5,6
1900,189 900 €,75,"Lisboa, Campolide",2,--
1901,120 000 €,--,"Mafra, Milharado",--,0
1902,1 800 000 €,894,"Lisboa, Avenidas Novas",--,2
1903,396 000 €,124,"Odivelas, Odivelas",3,2
1904,1 250 000 €,1480,"Loures, Lousa",--,2
1905,355 000 €,182,"Sintra, Massamá e Monte Abraão",4,2
1906,243 000 €,107,"Odivelas, Pontinha e Famões",3,2
1907,375 000 €,97,"Odivelas, Póvoa de Santo Adrião e Olival Basto",2,2
1908,173 000 €,100,"Sintra, Agualva e Mira-Sintra",2,1
1909,775 000 €,123,"Cascais, Cascais e Estoril",3,3
1910,250 000 €,60,"Lisboa, Benfica",2,1
1911,228 000 €,29,"Lisboa, Parque das Nações",--,0
1912,585 000 €,161,"Odivelas, Odivelas",4,2
1913,280 000 €,75,"Lisboa, Beato",2,1
1914,229 000 €,110,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",3,2
1915,19 900 €,40,"Odivelas, Odivelas",--,1
1916,153 000 €,85,"Sintra, Massamá e Monte Abraão",3,1
1917,195 000 €,64,"Odivelas, Odivelas",3,1
1918,199 000 €,75,"Sintra, Algueirão-Mem Martins",3,2
1919,750 000 €,118,"Cascais, Cascais e Estoril",3,2
1920,500 000 €,120,"Cascais, Cascais e Estoril",3,2
1921,29 000 €,20,"Sintra, Queluz e Belas",--,0
1922,1 200 000 €,247,"Mafra, Santo Isidoro",4,4
1923,728 000 €,99,"Lisboa, Avenidas Novas",2,2
1924,269 000 €,69,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",2,1
1925,728 000 €,99,"Lisboa, Avenidas Novas",2,2
1926,187 000 €,50,"Lisboa, Areeiro",2,1
1927,479 500 €,128,"Lisboa, Parque das Nações",3,2
1928,89 000 €,187,"Cadaval, Cadaval e Pêro Moniz",4,3
1929,190 000 €,40,"Lisboa, Santo António",1,1
1930,330 000 €,90,"Torres Vedras, Silveira",3,1
1931,120 000 €,358,"Cadaval, Painho e Figueiros",2,1
1932,158 000 €,72,"Vila Franca de Xira, Vialonga",3,1
1933,520 000 €,250,"Lisboa, Lumiar",3,2
1934,375 000 €,90,"Lisboa, Carnide",3,1
1935,135 000 €,71,"Vila Franca de Xira, Vialonga",3,1
1936,310 000 €,101,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,2
1937,195 000 €,38,"Lisboa, Estrela",1,1
1938,630 000 €,168,"Sintra, Queluz e Belas",3,2
1939,1 600 000 €,153,"Lisboa, Belém",5,4
1940,275 000 €,74,"Sintra, Queluz e Belas",2,1
1941,295 000 €,210,"Arruda dos Vinhos, Arruda dos Vinhos",4,1
1942,630 000 €,145,"Lisboa, Arroios",5,2
1943,580 000 €,181,"Lisboa, Santa Maria Maior",--,--
1944,35 000 €,53,"Arruda dos Vinhos, Arranhó",2,1
1945,540 000 €,85,"Lisboa, Santo António",2,2
1946,320 000 €,50,"Lisboa, Santo António",1,1
1947,410 000 €,114,"Loures, Santo Antão e São Julião do Tojal",3,3
1948,135 000 €,39,"Loures, Loures",1,1
1949,550 000 €,178,"Mafra, Ericeira",3,3
1950,266 000 €,144,"Sobral de Monte Agraço, São Quintino",3,3
1951,720 000 €,209,"Loures, Camarate, Unhos e Apelação",4,5
1952,175 000 €,88,"Sintra, Agualva e Mira-Sintra",3,1
1953,575 000 €,104,"Lisboa, Misericórdia",3,2
1954,12 000 000 €,1080,"Cascais, Cascais e Estoril",5,6
1955,400 000 €,90,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",2,1
1956,300 000 €,400,"Lisboa, Estrela",--,2
1957,299 999 €,125,"Arruda dos Vinhos, Arruda dos Vinhos",3,2
1958,260 000 €,106,"Lisboa, Santa Clara",2,1
1959,650 000 €,140,"Cascais, Cascais e Estoril",2,2
1960,250 000 €,45,"Cascais, Carcavelos e Parede",1,1
1961,895 000 €,147,"Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",4,3
1962,279 000 €,76,"Lisboa, Benfica",1,1
1963,2 300 000 €,283,"Cascais, Cascais e Estoril",5,6
1964,350 000 €,65,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2,1
1965,179 000 €,64,"Amadora, Mina de Água",2,1
1966,205 000 €,81,"Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa",2,--
1967,442 000 €,72,"Lisboa, Alvalade",3,1
1968,925 000 €,180,"Lisboa, Arroios",5,4
1969,9 500 €,5,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",--,--
1970,300 000 €,926,"Alenquer, Alenquer (Santo Estêvão e Triana)",--,--
1971,180 000 €,52,"Sintra, Massamá e Monte Abraão",1,1
1972,410 000 €,120,"Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",3,2
1973,175 000 €,50,"Lisboa, Penha de França",1,1
1974,465 000 €,77,"Lisboa, Misericórdia",1,1
1975,179 900 €,90,"Sintra, Algueirão-Mem Martins",2,1
1976,255 000 €,95,"Amadora, Águas Livres",3,2
1977,650 000 €,227,"Sintra, Rio de Mouro",4,4
1978,1 500 000 €,264,"Lisboa, Santo António",--,0
