Address,Price,Property Type,Rooms,Bathrooms,Square Meters
"Brandoa, Amadora",270.000 €,Apartamento,3,2,98
"Arroja, Odivelas",195.000 €,Apartamento,2,2,68
"Monte Abraão, Sintra",180.000 €,Apartamento,2,1,71
"Monte Abraão, Sintra",180.000 €,Apartamento,2,1,70
"Lapa, Lisboa, Lisboa",390.000 €,Apartamento,2,2,86
"Carcavelos e Parede, Lisboa",495.000 €,Moradia,3,3,200
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",720.000 €,Apartamento,2,3,160
"Cascais e Estoril, Lisboa",Desde911.000 €,Apartamentos,3-4,3-4,138-184
"Olivais Sul, Lisboa",239.000 €,Apartamento,2,1,61
"Parque das Nações, Lisboa",349.900 €,Apartamento,3,1,85
"Pontinha, Odivelas",350.000 €,Moradia em Banda,2,1,63
"Queluz, Sintra",185.000 €,Apartamento,2,1,69
"Loures, Lisboa",140.000 €,Moradia Rústica,456,NAN,NAN
"Paço de Arcos, Oeiras",200.000 €,Apartamento,0,1,30
"Amoreiras, Lisboa",325.000 €,Apartamento,3,1,64
"Alto Sto Amaro, Lisboa",420.000 €,Apartamento,2,1,68
"Mina, Amadora",260.000 €,Triplex,3,3,100
"Monte Abraão, Sintra",185.000 €,Apartamento,3,2,116
"Parque das Nações - Expo Sul, Lisboa",665.000 €,Apartamento,3,2,185
"Campo de Ourique, Lisboa",299.000 €,Apartamento,1,2,40
"Olivais Sul, Lisboa",299.000 €,Duplex,3,3,95
"Venteira, Amadora",170.000 €,Apartamento,2,1,52
"Funchalinho, Almada",435.000 €,Moradia Geminada,4,3,160
"Falagueira, Amadora",230.000 €,Apartamento,3,2,69
"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Lisboa",1.080.000 €,Moradia,7,2,205
"Quinta da Peça, Loures",499.000 €,Moradia Geminada,3,3,222
"Moscavide, Loures",Sob Consulta,Apartamento,2,1,56
"Areeiro, Lisboa",810.000 €,Apartamento,5,3,160
"Baixa, Lisboa",1.000.000 €,Apartamento,4,3,130
"Largo da Paz, Lisboa",375.000 €,Apartamento,2,1,51
"Campo de Ourique, Lisboa",189.000 €,Apartamento,1,1,32
"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Lisboa",1.650.000 €,Palacete,9,8,8260
"São Vicente, Lisboa",750.000 €,Duplex,2,3,124
"São Vicente, Lisboa",750.000 €,Duplex,3,3,124
"São Vicente, Lisboa",505.000 €,Apartamento,2,2,59
"São Vicente, Lisboa",510.000 €,Apartamento,2,2,70
"Bairro de Santa Cruz, Lisboa",650.000 €,Moradia,3,2,120
"Massamá e Monte Abraão, Lisboa",215.000 €,Apartamento,3,2,80
"J.Pimenta, Oeiras",200.000 €,Apartamento,0,1,31
"Guerreiros, Loures",245.000 €,Andar Moradia,5,3,128
"Carcavelos e Parede, Lisboa",1.800.000 €,Moradia,6,6,257
"Parque dos Príncipes, Lisboa",875.000 €,Apartamento,4,3,179
"Monte Abraão, Sintra",133.000 €,Apartamento,1,1,42
"Matarraque, Cascais",525.000 €,Moradia Isolada,7,4,127
"Encosta do Mourigo, Odivelas",625.000 €,Moradia,4,4,120
"Estoril, Cascais",1.990.000 €,Duplex,4,5,264
"Falagueira, Amadora",139.900 €,Apartamento,1,1,43
"Venda Nova, Amadora",350.000 €,Apartamento,3,2,76
"Carcavelos e Parede, Lisboa",1.550.000 €,Apartamento,3,4,246
"Carcavelos e Parede, Lisboa",1.200.000 €,Apartamento,3,4,185
"Carcavelos Estação, Cascais",1.460.000 €,Apartamento,3,3,203
"Carcavelos Estação, Cascais",1.000.000 €,Apartamento,3,3,153
"Parque das Nações - Expo Centro, Lisboa",599.000 €,Apartamento,2,2,111
"Queluz, Sintra",120.000 €,Moradia,2,1,36
"Parque das Nações - Expo Sul, Lisboa",Sob Consulta,Apartamento,1,1,66
"Marvila, Lisboa",Sob Consulta,Apartamento,3,1,84
"Casal de São Brás, Amadora",190.000 €,Apartamento,2,2,82
"Santa Catarina, Lisboa, Lisboa",495.000 €,Apartamento,2,1,86
"Póvoa de Santa Iria e Forte Da Casa, Vila Franca de Xira",360.000 €,Apartamento,4,2,171
"Vialonga, Lisboa",145.000 €,Apartamento,2,1,70
"Bairro Alto, Lisboa, Lisboa",324.000 €,Apartamento,2,1,65
"Bairro Novo da Conceição Abóboda, Cascais",750.000 €,Moradia Isolada,3,3,140
"Parque das Nações - Expo Sul, Lisboa",180.000 €,Apartamento,2,1,84
"Parque das Nações - Expo Sul, Lisboa",180.000 €,Apartamento,2,1,84
"Parque das Nações - Expo Sul, Lisboa",180.000 €,Apartamento,2,1,84
"Parque das Nações - Expo Sul, Lisboa",180.000 €,Apartamento,2,1,84
"Parque das Nações - Expo Sul, Lisboa",180.000 €,Apartamento,2,1,84
"Parque das Nações - Expo Sul, Lisboa",180.000 €,Apartamento,2,1,84
"Parque das Nações - Expo Sul, Lisboa",140.000 €,Apartamento,1,1,65
"Parque das Nações - Expo Sul, Lisboa",140.000 €,Apartamento,1,1,65
"Parque das Nações - Expo Sul, Lisboa",140.000 €,Apartamento,1,1,65
"Lapa, Lisboa, Lisboa",219.900 €,Apartamento,1,1,45
"Belas, Sintra",184.000 €,Apartamento,2,1,80
"Ramada e Caneças, Lisboa",729.900 €,Moradia Isolada,4,4,148
"Algueirão, Sintra",195.000 €,Moradia,2,2,55
"Quinta da Cavaleira, Sintra",213.000 €,Apartamento,2,1,88
"Olivais Sul, Lisboa",699.900 €,Moradia,3,2,145
"Carcavelos e Parede, Lisboa",Sob Consulta,Moradia Geminada,5,3,220
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,2,2,98
"Jardins do Cristo Rei, Loures",1.675.000 €,Duplex,4,4,210
"Encarnação, Lisboa",715.000 €,Moradia,5,2,150
"Campo de Ourique, Lisboa",650.000 €,Apartamento,4,1,103
"Arroios, Lisboa",Desde355.000 €,Apartamentos,1,1,44-51
"Sacavém e Prior Velho, Lisboa",139.000 €,Apartamento,1,1,48
"Finanças, Oeiras",170.000 €,Apartamento,2,1,64
"Chiado - São Paulo, Lisboa",850.000 €,Apartamento,5,1,184
"Amoreiras, Lisboa",750.000 €,Apartamento,3,2,126
"Carcavelos e Parede, Lisboa",1.200.000 €,Moradia,3,4,153
"Trafaria, Almada",149.000 €,Apartamento,1,1,48
"Falagueira, Amadora",129.900 €,Apartamento,1,1,50
"Estoril, Cascais",2.200.000 €,Duplex,5,7,312
"Belém, Lisboa",Desde1.275.000 €,Apartamentos,4,4,279-287
"Monte Abraão, Sintra",91.000 €,Apartamento,1,1,39
"Galamares, Sintra",610.000 €,Moradia Isolada,3,2,154
"Parque das Nações - Expo Sul, Lisboa",799.000 €,Apartamento,3,3,151
"Trafaria, Almada",169.900 €,Apartamento,2,1,70
"Reboleira, Águas Livres, Amadora",169.999 €,Apartamento,2,1,75
"Bairro do Vale Grande, Odivelas",275.000 €,Andar Moradia,2,2,80
"Quinta Grande, Amadora",690.000 €,Apartamento,5,4,225
"Quinta Grande, Amadora",698.000 €,Moradia Geminada,5,3,180
"Santo Amaro, Oeiras",740.000 €,Apartamento,3,3,139
"Alto dos Gaios, Cascais",Sob Consulta,Moradia Isolada,5,3,282
"Est. de Benfica (Sete-Rios / Califa), Lisboa",270.000 €,Apartamento,3,1,70
"Damaia de Cima, Amadora",170.000 €,Apartamento,2,1,60
"Califa - Laranjeiras, Lisboa",190.000 €,Apartamento,1,1,34
"Falagueira, Amadora",149.000 €,Apartamento,1,1,58
"Falagueira-Venda Nova, Lisboa",149.500 €,Apartamento,2,1,63
"Misericórdia, Lisboa",255.000 €,Apartamento,2,1,68
"Cova da Piedade/M.Bica, Almada",170.000 €,Apartamento,4,2,92
"Algueirão, Sintra",154.000 €,Apartamento,2,1,70
"Damaia de Baixo, Amadora",190.000 €,Apartamento,2,1,75
"Urb. Colinas do Cruzeiro, Odivelas",430.000 €,Apartamento,3,2,120
"Neudel, Amadora",450.000 €,Apartamento,3,2,128
"Neudel, Amadora",455.000 €,Apartamento,3,2,129
"Neudel, Amadora",460.000 €,Apartamento,3,2,140
"Neudel, Amadora",395.000 €,Apartamento,3,2,102
"Neudel, Amadora",470.000 €,Apartamento,4,2,140
"Finanças, Oeiras",370.000 €,Apartamento,3,2,79
"Bairro da Milharada, Odivelas",490.000 €,Moradia Geminada,4,3,128
"Porto Salvo, Lisboa",350.000 €,Moradia,2,3,82
"Parque das Nações, Lisboa",390.000 €,Apartamento,2,2,120
"Paço de Arcos, Oeiras",140.000 €,Apartamento,0,1,28
"Falagueira, Amadora",129.900 €,Apartamento,1,1,58
"Algueirão, Sintra",168.000 €,Apartamento,2,1,54
"Pinheiro de Loures, Loures",500.000 €,Moradia,1031,,NAN
"Bairro dos Actores, Lisboa",270.000 €,Apartamento,3,1,64
"Areeiro, Lisboa",990.000 €,Apartamento,5,4,187
"Covas de Ferro, Sintra",460.000 €,Moradia Geminada,3,3,336
"São Domingos de Benfica, Lisboa",670.000 €,Apartamento,4,3,171
"Misericórdia, Lisboa",Sob Consulta,Duplex,4,5,213
"Misericórdia, Lisboa",Sob Consulta,Duplex,3,5,257
"São Carlos, Sintra",220.000 €,Moradia,55,301,NAN
"São Vicente, Lisboa",320.000 €,Apartamento,2,1,58
"Tapada das Mercês, Sintra",155.000 €,Apartamento,3,2,87
"Parque das Nações - Expo Norte, Lisboa",689.000 €,Apartamento,3,2,143
"Póvoa de Sta Iria, Vila Franca de Xira",150.000 €,Apartamento,2,1,69
"Loja do Cidadão - Laranjeiras, Lisboa",280.000 €,Apartamento,2,1,70
"Ponte de Lousa, Loures",119.000 €,Moradia Isolada,626,NAN,NAN
"Massamá, Sintra",140.000 €,Apartamento,2,1,56
"Parque das Nações, Lisboa",Desde510.000 €,Apartamentos,1-3,1-2,65-104
"Parque das Nações, Lisboa",Desde336.000 €,"Apartamentos, Lojas",4,1-4,91-175
"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Lisboa",1.780.000 €,Moradia,4,5,249
"Mem Martins, Sintra",115.000 €,Apartamento,2,1,60
"Massamá 2ª Fase, Sintra",220.000 €,Apartamento,2,1,88
"Brandoa, Amadora",298.000 €,Apartamento,3,2,89
"Carcavelos e Parede, Lisboa",739.000 €,Moradia,3,3,145
"Madorna, Cascais",265.000 €,Apartamento,2,1,69
"Venda Nova, Amadora",189.000 €,Apartamento,2,1,54
"São Vicente, Lisboa",345.000 €,Apartamento,2,1,75
"Graça, Lisboa",285.000 €,Apartamento,2,1,61
"Marvila, Lisboa",319.500 €,Moradia,6,2,84
"Igreja da Memória, Lisboa",420.000 €,Apartamento,2,2,90
"Igreja da Memória, Lisboa",540.000 €,Apartamento,2,2,90
"Caselas, Lisboa",650.000 €,Moradia,4,1,142
"Campolide, Lisboa",590.000 €,Apartamento,2,2,90
"Falagueira, Amadora",139.900 €,Apartamento,2,1,65
"Marvila, Lisboa",149.000 €,Apartamento,1,1,42
"Olivais Sul, Lisboa",Sob Consulta,Apartamento,2,1,65
"Galamares, Sintra",1.450.000 €,Moradia Isolada,5,4,201
"Porto Salvo, Oeiras",199.000 €,Moradia,180,NAN,NAN
"Porto Salvo, Oeiras",79.000 €,Moradia,73,NAN,NAN
"Campolide, Lisboa",Desde730.000 €,Apartamentos,2,2,72-92
"Santa Maria Maior, Lisboa",180.000 €,Apartamento,1,1,0
"Santa Maria Maior, Lisboa",180.000 €,Apartamento,1,1,2
"Alfama, Lisboa",180.000 €,Apartamento,1,1,1
"Santa Maria Maior, Lisboa",180.000 €,Apartamento,2,1,
"Santa Maria Maior, Lisboa",180.000 €,Apartamento,2,1,2
"Santa Maria Maior, Lisboa",180.000 €,Apartamento,2,1,1
"Alfama, Lisboa",180.000 €,Apartamento,2,1,0
"Benfica, Lisboa",360.000 €,Apartamento,3,1,108
"Olivais, Lisboa",Sob Consulta,Apartamento,3,1,72
"Arroios, Lisboa",650.000 €,Apartamento,4,2,148
"Alcântara, Lisboa",295.000 €,Apartamento,0,1,45
"Alcântara, Lisboa",250.000 €,Apartamento,0,1,41
"Encosta do Sol, Lisboa",145.000 €,Apartamento,2,1,66
"Metro Amadora Este, Amadora",138.900 €,Apartamento,2,1,70
"Alvalade, Lisboa",5.000.000 €,Moradia Isolada,9,8,426
"Alto dos Moinhos - Laranjeiras, Lisboa",Sob Consulta,Apartamento,3,1,83
"Tapada das Mercês, Sintra",119.500 €,Apartamento,1,1,64
"Quinta dos Alcoutins, Lisboa",1.500.000 €,Triplex,5,6,228
"Estoril, Cascais",1.450.000 €,Apartamento,3,3,161
"Venda Nova, Amadora",129.000 €,Apartamento,1,1,38
"Venda Nova, Amadora",250.000 €,Apartamento,3,2,95
"Encarnação, Lisboa",Sob Consulta,Moradia,4,2,114
"Murganhal/Cidade do Futebol, Oeiras",790.000 €,Moradia Geminada,4,6,240
"Avenidas Novas, Lisboa",390.000 €,Apartamento,1,1,85
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,2,1,70
"Massamá 6ª Fase, Sintra",360.000 €,Apartamento,3,2,140
"Famões, Odivelas",499.000 €,Moradia,3,3,111
"Odivelas, Lisboa",Desde515.000 €,Apartamentos,3,2,130-151
"Queluz, Sintra",135.000 €,Apartamento,2,2,92
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,99
"Mina de Água, Amadora",126.500 €,Apartamento,2,1,45
"Quinta Grande, Amadora",Sob Consulta,Apartamento,3,2,95
"St.º António da Caparica, Almada",128.500 €,Apartamento,1,1,50
"Falagueira-Venda Nova, Lisboa",155.000 €,Apartamento,2,1,68
"Quinta Grande, Amadora",950.000 €,Moradia,5,4,305
"Buraca, Amadora",Sob Consulta,Apartamento,2,1,74
"Olivais Norte, Lisboa",210.000 €,Apartamento,3,1,77
"Casal da Choca, Oeiras",770.000 €,Moradia Isolada,6,4,197
"Falagueira-Venda Nova, Lisboa",165.000 €,Apartamento,2,1,57
"Falagueira-Venda Nova, Lisboa",145.000 €,Apartamento,2,1,56
"Porto Salvo, Oeiras",160.000 €,Moradia,70,120,NAN
"Benfica, Lisboa",570.000 €,Apartamento,3,2,112
"Alfornelos, Amadora",199.000 €,Apartamento,2,1,88
"Colares, Lisboa",2.450.000 €,Moradia,238,716,
"Damaia de Cima, Amadora",219.000 €,Apartamento,3,2,110
"Olivais Sul, Lisboa",265.000 €,Apartamento,3,2,81
"Olivais Sul, Lisboa",Sob Consulta,Apartamento,2,2,126
"Cacém e São Marcos, Lisboa",136.000 €,Apartamento,2,1,58
"Campo de Ourique, Lisboa",450.000 €,Apartamento,2,1,61
"Metro Amadora Este, Amadora",186.000 €,Apartamento,3,2,106
"Marvila, Lisboa",125.000 €,Apartamento,2,1,65
"Olivais Sul, Lisboa",250.000 €,Apartamento,3,1,64
"Olivais Sul, Lisboa",250.000 €,Apartamento,3,1,61
"Olivais Sul, Lisboa",350.000 €,Apartamento,4,2,115
"Parque das Nações - Expo Sul, Lisboa",599.000 €,Apartamento,3,3,149
"Carcavelos e Parede, Lisboa",495.000 €,Moradia,3,2,70
"Olivais Sul, Lisboa",189.000 €,Apartamento,3,1,80
"São Vicente, Lisboa",260.000 €,Apartamento,1,1,52
"Parque das Nações, Lisboa",DesdeSob Consulta,Apartamentos,2,3,116
"Alfragide, Lisboa",Sob Consulta,Apartamento,3,2,125
"Moradias Restelo, Lisboa",5.500.000 €,Moradia,5,5,630
"Parque das Nações - Expo Sul, Lisboa",Sob Consulta,Apartamento,4,3,173
"Campo Pequeno, Lisboa",975.000 €,Apartamento,9,3,220
"Alfragide Sul, Amadora",Sob Consulta,Apartamento,3,2,80
"Reboleira, Águas Livres, Amadora",Sob Consulta,Apartamento,2,1,75
"Quinta Grande, Amadora",Sob Consulta,Apartamento,2,1,65
"Saldanha / Arco Cego, Lisboa",750.000 €,Apartamento,4,2,120
"Damaia de Baixo, Amadora",220.000 €,Apartamento,2,2,65
"Porto Salvo, Oeiras",440.000 €,Apartamento,2,3,110
"Falagueira, Amadora",310.000 €,Apartamento,5,3,140
"Cacilhas, Almada",250.000 €,Apartamento,1,1,62
"Falagueira, Amadora",Sob Consulta,Apartamento,3,2,97
"Olivais Sul, Lisboa",270.000 €,Apartamento,4,1,117
"Falagueira, Amadora",116.000 €,Apartamento,2,1,50
"Marvila, Lisboa",125.000 €,Apartamento,2,1,61
"Paço de Arcos, Oeiras",540.000 €,Apartamento,2,2,96
"Paço de Arcos, Oeiras",540.000 €,Apartamento,2,2,100
"Lisboa, Lisboa",Sob Consulta,Apartamento,2,1,72
"Venda Nova, Amadora",110.000 €,Apartamento,2,1,52
"Olivais Sul, Lisboa",220.000 €,Apartamento,3,1,75
"Campolide, Lisboa",166.690 €,Apartamento,3,1,60
"Encarnação, Lisboa",449.000 €,Moradia,2,1,105
"Venda Nova, Amadora",85.000 €,Apartamento,1,1,42
"Cascais e Estoril, Lisboa",Sob Consulta,Apartamento,1,1,33
"Alfragide Sul, Amadora",1.250.000 €,Moradia Isolada,4,3,570
"Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal",300.000 €,Moradia,226,400,
"Adoufe e Vilarinho de Samardã, Vila Real",170.000 €,Moradia,3,1,187
"Jardins do Cristo Rei, Loures",Sob Consulta,Apartamento,3,2,136
"Buraca, Amadora",Sob Consulta,Apartamento,2,1,71
"Janelas Verdes, Lisboa, Lisboa",130.000 €,Apartamento,0,1,20
"Marvila, Lisboa",115.000 €,Apartamento,2,1,61
"Miraflores, Oeiras",1.125.000 €,Apartamento,5,4,285
"Bairro Alto, Lisboa, Lisboa",265.000 €,Apartamento,1,1,54
"Bairro Alto, Lisboa, Lisboa",265.000 €,Apartamento,1,1,48
"Olivais Sul, Lisboa",245.000 €,Apartamento,1,1,52
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,1,2,52
"Quinta das Conchas, Lisboa",799.000 €,Apartamento,3,2,170
"Avenidas Novas, Lisboa",2.100.000 €,Apartamento,5,4,284
"Ajuda, Lisboa",157.500 €,Apartamento,1,1,38
"Damaia de Baixo, Amadora",Sob Consulta,Apartamento,2,1,60
"São Bento, Lisboa",Sob Consulta,Apartamento,5,507,
"Paço de Arcos, Oeiras",340.000 €,Apartamento,4,2,110
"Alcântara, Lisboa",Desde845.000 €,Apartamentos,1-3,1-2,74-189
"Carmo, Lisboa, Lisboa",249.900 €,Duplex,2,1,67
"Alvalade, Lisboa",Sob Consulta,Apartamento,1,1,54
"Príncipe Real, Lisboa",Sob Consulta,Apartamento,1,1,63
"Chiado, Lisboa, Lisboa",Sob Consulta,Apartamento,1,1,62
"Lapa, Lisboa, Lisboa",230.000 €,Apartamento,2,1,70
"Lapa, Lisboa, Lisboa",Sob Consulta,Duplex,2,3,202
"Barcarena, Lisboa",299.000 €,Moradia Rústica,1170,NAN,NAN
"Venteira, Amadora",146.000 €,Apartamento,2,1,53
"Lapa, Lisboa, Lisboa",400.000 €,Apartamento,3,2,105
"Misericórdia, Lisboa",1.950.000 €,Apartamento,3,5,273
"Chiado, Lisboa, Lisboa",Sob Consulta,Apartamento,2,2,93
"Pinheiro de Loures, Loures",250.000 €,Moradia,284,NAN,NAN
"Marvila, Lisboa",165.000 €,Apartamento,3,1,80
"Parque das Nações - Expo Sul, Lisboa",1.070.000 €,Apartamento,3,3,156
"Parque das Nações - Expo Sul, Lisboa",540.000 €,Apartamento,1,1,72
"Parque das Nações - Expo Sul, Lisboa",930.000 €,Apartamento,3,3,174
"Parque das Nações - Expo Sul, Lisboa",635.000 €,Apartamento,2,2,104
"Parque das Nações - Expo Sul, Lisboa",295.800 €,Apartamento,0,1,39
"Parque das Nações - Expo Sul, Lisboa",270.000 €,Apartamento,0,1,38
"Parque das Nações - Expo Centro, Lisboa",650.000 €,Apartamento,2,2,110
"Lapa, Lisboa, Lisboa",1.120.000 €,Apartamento,2,2,114
"Lapa, Lisboa, Lisboa",1.180.000 €,Apartamento,3,2,139
"Lapa, Lisboa, Lisboa",3.180.000 €,Duplex,4,4,251
"Janelas Verdes, Lisboa, Lisboa",Sob Consulta,Apartamento,1,1,39
"Parque das Nações - Expo Sul, Lisboa",385.000 €,Loft,3,1,90
"Amoreira, Cascais",295.000 €,Apartamento,2,1,71
"Castelo de S. Jorge, Lisboa",380.000 €,Apartamento,3,2,65
"Alcântara, Lisboa",250.000 €,Apartamento,2,1,55
"Olivais Sul, Lisboa",340.000 €,Apartamento,3,2,140
"Olivais Sul, Lisboa",Sob Consulta,Apartamento,3,2,96
"Urb. Colinas do Cruzeiro, Odivelas",Sob Consulta,Apartamento,2,2,112
"Alfama, Lisboa",2.600.000 €,Moradia,2,2,272
"Olivais Norte, Lisboa",168.000 €,Apartamento,2,1,70
"Falagueira, Amadora",87.000 €,Apartamento,2,71,3
"Venteira, Amadora",92.000 €,Apartamento,2,1,56
"Alvalade, Lisboa",Desde530.000 €,Apartamentos,1-3,2-3,70-147
"Parque das Nações - Expo Centro, Lisboa",880.000 €,Apartamento,4,3,152
"Casal de São Brás, Amadora",115.000 €,Apartamento,3,2,78
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
